"";"ID";"Species";"Tree.age";"DBH";"H.tree";"Hcr";"Dcr";"Vtot";"Vbark";"Origin";"Pst";"Pbark";"Pbr";"Pf";"Pabo";"Proot";"Ptot";"Location";"Country";"Latitude";"Longitude";"Altitude..m.s.l..";"Tree.number...ha";"Reference";"Notes";"Ecoregion";"ID_Plot"
"3460";3460;"Picea obovata L. ";19;4,6;4,54;0,27;1,67;4,484;NA;"Planted";1,91;0,26;0,85;1,48;4,24;0,935;5,175;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4266;"Terekhov, Usoltsev, 2008";NA;80610;7581
"3461";3461;"Picea obovata L. ";19;5,5;4,4;0,23;1,63;7,49;NA;"Planted";3,07;0,51;3,69;3,81;10,6;1,61;12,21;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4266;"Terekhov, Usoltsev, 2008";NA;80610;7581
"3462";3462;"Picea obovata L. ";19;6,6;5,3;0,46;1,6;10,58;NA;"Planted";3,46;0,56;2,38;2,98;8,82;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4266;"Terekhov, Usoltsev, 2008";NA;80610;7581
"3463";3463;"Picea obovata L. ";19;1;1,97;0,29;1;0,455;NA;"Planted";0,27;0,05;0,16;0,224;0,654;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3776;"Terekhov, Usoltsev, 2008";NA;80610;7582
"3464";3464;"Picea obovata L. ";19;1,2;1,77;0,22;0,97;0,538;NA;"Planted";0,32;0,05;0,25;0,522;1,09;0,188;1,278;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3776;"Terekhov, Usoltsev, 2008";NA;80610;7582
"3465";3465;"Picea obovata L. ";19;3,9;3,97;0,35;1,15;2,94;NA;"Planted";1,61;0,15;0,7;1,47;3,78;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3776;"Terekhov, Usoltsev, 2008";NA;80610;7582
"3466";3466;"Picea obovata L. ";19;4,2;4,08;0,32;1,6;7,731;NA;"Planted";1,44;0,18;0,93;1,22;3,59;0,934;4,524;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3776;"Terekhov, Usoltsev, 2008";NA;80610;7582
"3467";3467;"Picea obovata L. ";19;6;5,82;0,31;1,65;7,124;NA;"Planted";3,3;0,38;2,06;4,22;9,58;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3776;"Terekhov, Usoltsev, 2008";NA;80610;7582
"3468";3468;"Picea obovata L. ";19;5,9;6,52;0,48;1,9;8,387;NA;"Planted";3,4;0,38;1,43;2,88;7,71;1,68;9,39;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3776;"Terekhov, Usoltsev, 2008";NA;80610;7582
"3469";3469;"Picea obovata L. ";20;1;1,6;0,34;1,3;0,437;NA;"Planted";0,22;0,03;0,11;0,216;0,546;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2662;"Terekhov, Usoltsev, 2008";NA;80610;7589
"3470";3470;"Picea obovata L. ";20;1,4;1,77;0,27;1,37;1,141;NA;"Planted";0,64;0,13;0,64;0,584;1,86;0,331;2,191;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2662;"Terekhov, Usoltsev, 2008";NA;80610;7589
"3471";3471;"Picea obovata L. ";20;4,6;4,43;0,18;1,7;5,58;NA;"Planted";2,4;0,23;1,39;2,48;6,27;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2662;"Terekhov, Usoltsev, 2008";NA;80610;7589
"3472";3472;"Picea obovata L. ";20;5,7;4,53;0,350000000000001;1,93;8,03;NA;"Planted";2,36;0,32;2,82;3,13;8,31;1,76;10,07;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2662;"Terekhov, Usoltsev, 2008";NA;80610;7589
"3473";3473;"Picea obovata L. ";20;7,5;6,2;0,3;2,15;16,27;NA;"Planted";5,2;0,8;3,84;4,52;13,6;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2662;"Terekhov, Usoltsev, 2008";NA;80610;7589
"3474";3474;"Picea obovata L. ";20;7,6;6,38;0,26;2,3;13,41;NA;"Planted";5,66;0,63;4,1;5,65;15,4;3,98;19,38;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2662;"Terekhov, Usoltsev, 2008";NA;80610;7589
"3475";3475;"Picea obovata L. ";20;0,9;1,57;0,27;1,33;0,255;NA;"Planted";0,19;0,03;0,11;0,102;0,402;0,072;0,474;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2378;"Terekhov, Usoltsev, 2008";NA;80610;7590
"3476";3476;"Picea obovata L. ";20;1;1,78;0,3;1,32;0,395;NA;"Planted";0,24;0,04;0,11;0,123;0,473;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2378;"Terekhov, Usoltsev, 2008";NA;80610;7590
"3477";3477;"Picea obovata L. ";20;3,3;3,4;0,45;1,5;2,079;NA;"Planted";0,78;0,14;0,35;0,69;1,82;0,395;2,215;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2378;"Terekhov, Usoltsev, 2008";NA;80610;7590
"3478";3478;"Picea obovata L. ";20;2,9;2,98;0,43;1,6;1,366;NA;"Planted";0,73;0,15;0,52;0,701;1,95;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2378;"Terekhov, Usoltsev, 2008";NA;80610;7590
"3479";3479;"Picea obovata L. ";20;5,4;3,8;0,41;1,85;5,081;NA;"Planted";1,87;0,16;0,91;1,54;4,32;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2378;"Terekhov, Usoltsev, 2008";NA;80610;7590
"3480";3480;"Picea obovata L. ";20;4,7;4,45;0,24;2,15;4,151;NA;"Planted";1,87;0,23;1,17;1,98;5,02;0,945;5,965;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2378;"Terekhov, Usoltsev, 2008";NA;80610;7590
"3481";3481;"Picea obovata L. ";20;1;1,79;0,38;1,05;0,33;NA;"Planted";0,23;0,03;0,14;0,226;0,596;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2667;"Terekhov, Usoltsev, 2008";NA;80610;7587
"3482";3482;"Picea obovata L. ";20;1;1,45;0,33;0,93;0,345;NA;"Planted";0,23;0,05;0,1;0,212;0,542;0,091;0,633;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2667;"Terekhov, Usoltsev, 2008";NA;80610;7587
"3483";3483;"Picea obovata L. ";20;4,3;3,4;0,23;1,3;3,996;NA;"Planted";1,4;0,18;1,34;1,74;4,48;0,99;5,47;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2667;"Terekhov, Usoltsev, 2008";NA;80610;7587
"3484";3484;"Picea obovata L. ";20;4,7;3,86;0,21;1,5;4,714;NA;"Planted";1,83;0,21;1,85;1,83;5,51;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2667;"Terekhov, Usoltsev, 2008";NA;80610;7587
"3485";3485;"Picea obovata L. ";20;8,7;6,16;0,22;1,97;17,5;NA;"Planted";7,76;0,95;4,8;5,9;18,5;3,69;22,19;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2667;"Terekhov, Usoltsev, 2008";NA;80610;7587
"3486";3486;"Picea obovata L. ";20;8,3;6,76;0,24;2,1;19,03;NA;"Planted";7,48;0,87;4,29;5,77;17,5;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2667;"Terekhov, Usoltsev, 2008";NA;80610;7587
"3487";3487;"Picea obovata L. ";20;1;1,53;0,28;0,9;0,231;NA;"Planted";0,22;0,04;0,15;0,232;0,602;0,111;0,713;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2253;"Terekhov, Usoltsev, 2008";NA;80610;7588
"3488";3488;"Picea obovata L. ";20;1;1,59;0,35;0,93;0,578;NA;"Planted";0,27;0,04;0,18;0,18;0,63;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2253;"Terekhov, Usoltsev, 2008";NA;80610;7588
"3489";3489;"Picea obovata L. ";20;3,4;3,27;0,51;1,25;2,329;NA;"Planted";0,91;0,13;1,32;1,42;3,65;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2253;"Terekhov, Usoltsev, 2008";NA;80610;7588
"3490";3490;"Picea obovata L. ";20;3,4;3,2;0,32;1,3;2,013;NA;"Planted";0,8;0,12;0,77;0,744;2,31;0,371;2,681;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2253;"Terekhov, Usoltsev, 2008";NA;80610;7588
"3491";3491;"Picea obovata L. ";20;5,8;5,14;0,22;1,75;8,463;NA;"Planted";3,05;0,42;2,44;2,74;8,23;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2253;"Terekhov, Usoltsev, 2008";NA;80610;7588
"3492";3492;"Picea obovata L. ";20;6,7;5,19;0,680000000000001;1,93;10,13;NA;"Planted";3,11;0,38;2,7;3,05;8,86;1,87;10,73;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2253;"Terekhov, Usoltsev, 2008";NA;80610;7588
"3493";3493;"Picea obovata L. ";20;2,1;2,3;0,15;1,2;0,878;NA;"Planted";0,63;0,09;0,33;0,476;1,44;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4885;"Terekhov, Usoltsev, 2008";NA;80610;7583
"3494";3494;"Picea obovata L. ";20;1,7;2,47;0,46;1,15;0,559;NA;"Planted";0,36;0,04;0,19;0,397;0,947;0,132;1,079;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4885;"Terekhov, Usoltsev, 2008";NA;80610;7583
"3495";3495;"Picea obovata L. ";20;4,8;4,46;0,25;1,6;6,217;NA;"Planted";2,12;0,31;1,79;1,82;5,73;0,882;6,612;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4885;"Terekhov, Usoltsev, 2008";NA;80610;7583
"3496";3496;"Picea obovata L. ";20;4,8;5,42;0,18;1,7;6,721;NA;"Planted";2,88;0,25;0,95;1,43;5,26;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4885;"Terekhov, Usoltsev, 2008";NA;80610;7583
"3497";3497;"Picea obovata L. ";20;8;6,96;0,26;1,95;17,97;NA;"Planted";6,84;0,92;5,42;7,19;19,5;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4885;"Terekhov, Usoltsev, 2008";NA;80610;7583
"3498";3498;"Picea obovata L. ";20;8;6,61;0,180000000000001;1,95;16,78;NA;"Planted";6,7;0,74;4,11;4,46;15,3;3,04;18,34;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4885;"Terekhov, Usoltsev, 2008";NA;80610;7583
"3499";3499;"Picea obovata L. ";20;1,1;1,95;0,25;1,13;0,341;NA;"Planted";0,27;0,05;0,14;0,222;0,632;0,083;0,715;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2082;"Terekhov, Usoltsev, 2008";NA;80610;2291
"3500";3500;"Picea obovata L. ";20;1;1,67;0,33;0,95;0,34;NA;"Planted";0,24;0,04;0,2;0,282;0,722;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2082;"Terekhov, Usoltsev, 2008";NA;80610;2291
"3501";3501;"Picea obovata L. ";20;3,4;3,55;0,31;1,85;3,215;NA;"Planted";1,06;0,28;0,62;0,886;2,57;0,439;3,009;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2082;"Terekhov, Usoltsev, 2008";NA;80610;2291
"3502";3502;"Picea obovata L. ";20;4;4,18;0,3;1,5;3,333;NA;"Planted";1,48;0,2;0,6;1,59;3,67;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2082;"Terekhov, Usoltsev, 2008";NA;80610;2291
"3503";3503;"Picea obovata L. ";20;6,8;6;0,37;1,53;10,88;NA;"Planted";4,2;0,46;2,97;4,35;11,5;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2082;"Terekhov, Usoltsev, 2008";NA;80610;2291
"3504";3504;"Picea obovata L. ";20;7;5,24;0,28;1,45;12,17;NA;"Planted";4,07;0,55;4,64;6,24;15;2,18;17,18;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2082;"Terekhov, Usoltsev, 2008";NA;80610;2291
"3505";3505;"Picea obovata L. ";20;2;1,7;0,55;1;0,486;NA;"Planted";0,43;0,046;0,25;0,253;0,933;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2915;"Terekhov, Usoltsev, 2008";NA;80610;7586
"3506";3506;"Picea obovata L. ";20;1,3;1,91;0,49;1,2;0,684;NA;"Planted";0,39;0,07;0,21;0,283;0,883;0,107;0,99;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2915;"Terekhov, Usoltsev, 2008";NA;80610;7586
"3507";3507;"Picea obovata L. ";20;5,4;5,3;0,2;1,72;7,139;NA;"Planted";3,23;0,4;2,83;3,22;9,28;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2915;"Terekhov, Usoltsev, 2008";NA;80610;7586
"3508";3508;"Picea obovata L. ";20;5;4,38;0,23;1,95;4,756;NA;"Planted";2,13;0,26;1,58;2,17;5,88;0,92;6,8;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2915;"Terekhov, Usoltsev, 2008";NA;80610;7586
"3509";3509;"Picea obovata L. ";20;9,1;6,8;0,0999999999999996;1,7;23,61;NA;"Planted";10,4;1;5,43;8,45;24,3;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2915;"Terekhov, Usoltsev, 2008";NA;80610;7586
"3510";3510;"Picea obovata L. ";20;9;6,66;0,24;2,45;20,94;NA;"Planted";13,1;1,29;5,24;6,71;25,1;3,44;28,54;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2915;"Terekhov, Usoltsev, 2008";NA;80610;7586
"3511";3511;"Picea obovata L. ";19;0,6;1,4;0,25;1;0,181;NA;"Planted";0,19;0,03;0,17;0,213;0,573;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4786;"Terekhov, Usoltsev, 2008";NA;80610;7584
"3512";3512;"Picea obovata L. ";19;0,9;1,68;0,32;1;0,332;NA;"Planted";0,24;0,03;0,13;0,283;0,653;0,134;0,787;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4786;"Terekhov, Usoltsev, 2008";NA;80610;7584
"3513";3513;"Picea obovata L. ";19;4,1;4,35;0,18;1,9;3,37;NA;"Planted";1,47;0,15;0,63;1,56;3,66;0,793;4,453;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4786;"Terekhov, Usoltsev, 2008";NA;80610;7584
"3514";3514;"Picea obovata L. ";19;4,1;4,07;0,17;1,25;3,432;NA;"Planted";1,22;0,13;0,77;1,62;3,61;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4786;"Terekhov, Usoltsev, 2008";NA;80610;7584
"3515";3515;"Picea obovata L. ";19;7;5,52;0,22;2,4;11,16;NA;"Planted";4,58;0,66;3,03;5,65;13,3;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4786;"Terekhov, Usoltsev, 2008";NA;80610;7584
"3516";3516;"Picea obovata L. ";19;7,1;5,83;0,43;2,25;12,05;NA;"Planted";4,38;0,46;2,99;5,47;12,8;2,83;15,63;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4786;"Terekhov, Usoltsev, 2008";NA;80610;7584
"3517";3517;"Picea obovata L. ";19;0,9;1,51;0,27;0,85;0,356;NA;"Planted";0,28;0,038;0,17;0,322;0,772;0,138;0,91;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3044;"Terekhov, Usoltsev, 2008";NA;80610;7585
"3518";3518;"Picea obovata L. ";19;1;1,72;0,35;1;0,345;NA;"Planted";0,25;0,032;0,14;0,31;0,7;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3044;"Terekhov, Usoltsev, 2008";NA;80610;7585
"3519";3519;"Picea obovata L. ";19;3,4;3,6;0,13;1,3;3,089;NA;"Planted";1,18;0,16;1,43;1,7;4,31;0,711;5,021;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3044;"Terekhov, Usoltsev, 2008";NA;80610;7585
"3520";3520;"Picea obovata L. ";19;3,4;3,85;0,15;1,2;2,843;NA;"Planted";1,08;0,14;0,52;0,877;2,48;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3044;"Terekhov, Usoltsev, 2008";NA;80610;7585
"3521";3521;"Picea obovata L. ";19;7;6,97;0,52;1,75;11,64;NA;"Planted";5,55;0,65;2,74;4,32;12,6;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3044;"Terekhov, Usoltsev, 2008";NA;80610;7585
"3522";3522;"Picea obovata L. ";19;6,8;6,18;0,43;1,9;9,62;NA;"Planted";4,38;0,58;2,95;5,54;12,9;2,04;14,94;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3044;"Terekhov, Usoltsev, 2008";NA;80610;7585
"3523";3523;"Picea obovata L. ";20;0,8;1,61;0,15;1,13;0,533;NA;"Planted";0,15;0,03;0,15;0,17;0,47;0,192;0,662;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2060;"Terekhov, Usoltsev, 2008";NA;80610;7591
"3524";3524;"Picea obovata L. ";20;1;1,6;0,5;0,85;0,415;NA;"Planted";0,37;0,05;0,16;0,23;0,76;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2060;"Terekhov, Usoltsev, 2008";NA;80610;7591
"3525";3525;"Picea obovata L. ";20;3,5;3,41;0,32;1,6;2,964;NA;"Planted";1,93;0,2;0,87;1,03;3,83;0,498;4,328;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2060;"Terekhov, Usoltsev, 2008";NA;80610;7591
"3526";3526;"Picea obovata L. ";20;3,8;3,27;0,39;1,55;2,261;NA;"Planted";1,21;0,19;1,4;1,88;4,49;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2060;"Terekhov, Usoltsev, 2008";NA;80610;7591
"3527";3527;"Picea obovata L. ";20;5,9;4,82;0,41;2;7,924;NA;"Planted";3,42;0,44;2,83;3,34;9,59;2,2;11,79;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2060;"Terekhov, Usoltsev, 2008";NA;80610;7591
"3528";3528;"Picea obovata L. ";20;5,7;4,15;0,350000000000001;1,9;5,175;NA;"Planted";2,41;0,26;2,09;2,4;6,9;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2060;"Terekhov, Usoltsev, 2008";NA;80610;7591
"3529";3529;"Picea obovata L. ";20;0,8;1,39;0,3;0,85;0,296;NA;"Planted";0,21;0,03;0,18;0,22;0,61;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2149;"Terekhov, Usoltsev, 2008";NA;80610;7592
"3530";3530;"Picea obovata L. ";20;1;1,42;0,32;0,9;0,355;NA;"Planted";0,16;0,06;0,13;0,1;0,39;0,065;0,455;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2149;"Terekhov, Usoltsev, 2008";NA;80610;7592
"3531";3531;"Picea obovata L. ";20;2,1;2,06;0,26;1,15;0,972;NA;"Planted";0,5;0,13;0,52;0,293;1,31;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2149;"Terekhov, Usoltsev, 2008";NA;80610;7592
"3532";3532;"Picea obovata L. ";20;2,2;2,19;0,46;1,33;1,095;NA;"Planted";0,54;0,11;0,6;0,464;1,6;0,454;2,054;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2149;"Terekhov, Usoltsev, 2008";NA;80610;7592
"3533";3533;"Picea obovata L. ";20;3,6;2,97;0,34;1,5;2,165;NA;"Planted";1,18;0,16;0,93;1,3;3,41;0,736;4,146;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2149;"Terekhov, Usoltsev, 2008";NA;80610;7592
"3534";3534;"Picea obovata L. ";20;3,7;3,42;0,35;1,4;3,023;NA;"Planted";1,1;0,12;1,03;1,15;3,28;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2149;"Terekhov, Usoltsev, 2008";NA;80610;7592
"3535";3535;"Picea obovata L. ";20;3;3,3;0,27;1,35;1,99;0,379;"Planted";0,73;0,13;0,23;0,387;1,35;0,36;1,71;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2525;"Terekhov, Usoltsev, 2008";NA;80610;3871
"3536";3536;"Picea obovata L. ";20;3;3,37;0,28;1,5;2,05;0,342;"Planted";0,72;0,11;0,3;0,53;1,55;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2525;"Terekhov, Usoltsev, 2008";NA;80610;3871
"3537";3537;"Picea obovata L. ";20;6,5;6,42;0,52;1,95;10,8;1,09;"Planted";4,92;0,46;2;2,01;8,93;1,7;10,63;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2525;"Terekhov, Usoltsev, 2008";NA;80610;3871
"3538";3538;"Picea obovata L. ";20;6,5;6,08;0,23;2,25;9,43;0,886;"Planted";4,8;0,42;1,72;2,06;8,58;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2525;"Terekhov, Usoltsev, 2008";NA;80610;3871
"3539";3539;"Picea obovata L. ";20;11;7,37;0,0700000000000003;2,55;35,5;4,68;"Planted";13,43;1,73;7,01;9,82;30,26;7,24;37,5;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2525;"Terekhov, Usoltsev, 2008";NA;80610;3871
"3540";3540;"Picea obovata L. ";20;11;7,15;0,220000000000001;2,38;25,5;1,92;"Planted";13,12;0,73;4,97;8,36;26,45;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2525;"Terekhov, Usoltsev, 2008";NA;80610;3871
"3541";3541;"Picea obovata L. ";20;3;2,73;0,47;1,55;1,4;0,198;"Planted";0,58;0,08;0,32;0,54;1,44;0,39;1,83;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3771;"Terekhov, Usoltsev, 2008";NA;80610;3872
"3542";3542;"Picea obovata L. ";20;3;2,87;0,23;1,65;1,27;0,231;"Planted";0,4;0,07;0,14;0,36;0,9;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3771;"Terekhov, Usoltsev, 2008";NA;80610;3872
"3543";3543;"Picea obovata L. ";20;7;6,81;0,239999999999999;1,95;11,7;1,03;"Planted";6,48;0,51;1,9;3,22;11,6;8,12;19,72;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3771;"Terekhov, Usoltsev, 2008";NA;80610;3872
"3544";3544;"Picea obovata L. ";20;7;6,07;0,41;1,7;11;1,35;"Planted";5,42;0,61;2,46;3,81;11,69;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3771;"Terekhov, Usoltsev, 2008";NA;80610;3872
"3545";3545;"Picea obovata L. ";20;10;7;0,12;2,5;18,9;1,73;"Planted";8,41;0,72;4,36;7,06;19,83;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3771;"Terekhov, Usoltsev, 2008";NA;80610;3872
"3546";3546;"Picea obovata L. ";20;10;7,22;0,17;2,08;19,5;1,72;"Planted";8,82;0,71;2,78;4,3;15,9;8,9;24,8;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3771;"Terekhov, Usoltsev, 2008";NA;80610;3872
"3547";3547;"Picea obovata L. ";21;3;2,58;1,18;2,41;1,59;0,291;"Planted";0,72;0,13;0,62;0,91;2,25;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2395;"Terekhov, Usoltsev, 2008";NA;80610;3873
"3548";3548;"Picea obovata L. ";21;3;2,55;1,1;2,16;1,38;0,199;"Planted";0,68;0,09;0,24;0,36;1,28;0,45;1,73;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2395;"Terekhov, Usoltsev, 2008";NA;80610;3873
"3549";3549;"Picea obovata L. ";21;6;5,38;3,83;5,2;6,19;0,799;"Planted";2,76;0,34;0,81;1,13;4,7;1,25;5,95;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2395;"Terekhov, Usoltsev, 2008";NA;80610;3873
"3550";3550;"Picea obovata L. ";21;6;5,9;3,9;5,58;7,55;0,918;"Planted";3,21;0,38;1,35;2,01;6,57;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2395;"Terekhov, Usoltsev, 2008";NA;80610;3873
"3551";3551;"Picea obovata L. ";21;8;6,35;4,42;6,1;13,5;1,09;"Planted";6,78;0,51;2,29;3,65;12,72;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2395;"Terekhov, Usoltsev, 2008";NA;80610;3873
"3552";3552;"Picea obovata L. ";21;8;6,56;4,43;6,14;16,5;1,64;"Planted";8,4;0,81;2,52;2,89;13,81;3,03;16,84;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2395;"Terekhov, Usoltsev, 2008";NA;80610;3873
"3553";3553;"Picea obovata L. ";19;1;1,64;0,16;0,9;0,563;0,203;"Planted";0,28;0,1;0,26;0,42;0,96;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2731;"Terekhov, Usoltsev, 2008";NA;80610;3874
"3554";3554;"Picea obovata L. ";19;1;1,7;0,0600000000000001;1,05;1,05;0,284;"Planted";0,41;0,11;0,31;0,53;1,25;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2731;"Terekhov, Usoltsev, 2008";NA;80610;3874
"3555";3555;"Picea obovata L. ";19;4;3,22;0,0900000000000003;1,55;3,26;0,916;"Planted";1,52;0,42;1,89;2,62;6,03;1,35;7,38;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2731;"Terekhov, Usoltsev, 2008";NA;80610;3874
"3556";3556;"Picea obovata L. ";19;4;3,35;0,0800000000000001;1,1;4,01;1;"Planted";1,47;0,36;0,97;2,06;4,5;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2731;"Terekhov, Usoltsev, 2008";NA;80610;3874
"3557";3557;"Picea obovata L. ";19;6;3,86;0,04;1,9;7,92;2,07;"Planted";2,96;0,74;3,41;4,72;11,09;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2731;"Terekhov, Usoltsev, 2008";NA;80610;3874
"3558";3558;"Picea obovata L. ";19;6;4,38;0,0599999999999996;1,7;8,86;2,14;"Planted";3,63;0,84;2,75;4,51;10,89;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2731;"Terekhov, Usoltsev, 2008";NA;80610;3874
"3559";3559;"Picea obovata L. ";19;1;1,9;0,0799999999999998;1,8;0,464;0,14;"Planted";0,24;0,07;0,28;0,36;0,88;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2386;"Terekhov, Usoltsev, 2008";NA;80610;3875
"3560";3560;"Picea obovata L. ";19;1;1,9;0,13;0,93;0,799;0,227;"Planted";0,4;0,11;0,31;0,5;1,21;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2386;"Terekhov, Usoltsev, 2008";NA;80610;3875
