"";"ID";"Species";"Tree.age";"DBH";"H.tree";"Hcr";"Dcr";"Vtot";"Vbark";"Origin";"Pst";"Pbark";"Pbr";"Pf";"Pabo";"Proot";"Ptot";"Location";"Country";"Latitude";"Longitude";"Altitude..m.s.l..";"Tree.number...ha";"Reference";"Notes";"Ecoregion";"ID_Plot"
"1259";1259;"Pinus sylvestris L.";20;6;4,9;1,1;NA;NA;NA;"Natural";3,641;NA;0,913;1,105;5,659;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;30000;"Atkin, 1984";NA;80811;NA
"1260";1260;"Pinus sylvestris L.";20;6,5;5,2;1,7;NA;NA;NA;"Natural";4,147;NA;0,694;0,976;5,817;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;30000;"Atkin, 1984";NA;80811;NA
"1261";1261;"Pinus sylvestris L.";20;2;3;NA;NA;NA;NA;"Natural";0,436;NA;0,043;0,089;0,568;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;75300;"Atkin, 1984";NA;80811;NA
"1262";1262;"Pinus sylvestris L.";20;4;4,4;NA;NA;NA;NA;"Natural";2,204;NA;0,418;0,524;3,146;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;75300;"Atkin, 1984";NA;80811;NA
"1263";1263;"Pinus sylvestris L.";20;6;5,1;NA;NA;NA;NA;"Natural";4,37;NA;0,915;1,227;6,512;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;75300;"Atkin, 1984";NA;80811;NA
"1264";1264;"Pinus sylvestris L.";20;2;3,2;NA;NA;NA;NA;"Natural";0,58;NA;0,065;0,12;0,765;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;25600;"Atkin, 1984";NA;80811;NA
"1265";1265;"Pinus sylvestris L.";20;4;4,1;NA;NA;NA;NA;"Natural";1,592;NA;0,318;0,46;2,37;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;25600;"Atkin, 1984";NA;80811;NA
"1266";1266;"Pinus sylvestris L.";20;6;5,5;NA;NA;NA;NA;"Natural";4,03;NA;0,601;0,86;5,49;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;25600;"Atkin, 1984";NA;80811;NA
"1267";1267;"Pinus sylvestris L.";37;2;4,7;NA;NA;NA;NA;"Natural";0,79;NA;0,035;0,023;0,848;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;22700;"Atkin, 1984";NA;80811;NA
"1268";1268;"Pinus sylvestris L.";37;4;5,3;NA;NA;NA;NA;"Natural";2,025;NA;0,204;0,135;2,36;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;22700;"Atkin, 1984";NA;80811;NA
"1269";1269;"Pinus sylvestris L.";37;6;6,7;NA;NA;NA;NA;"Natural";7,692;NA;0,38;0,627;8,7;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;22700;"Atkin, 1984";NA;80811;NA
"1270";1270;"Pinus sylvestris L.";37;8;7,2;NA;NA;NA;NA;"Natural";9,574;NA;0,924;1,246;11,74;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;22700;"Atkin, 1984";NA;80811;NA
"1271";1271;"Pinus sylvestris L.";37;10;7,4;NA;NA;NA;NA;"Natural";14,15;NA;1,954;2,031;18,13;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;22700;"Atkin, 1984";NA;80811;NA
"1272";1272;"Pinus sylvestris L.";37;2,1;3,4;NA;NA;NA;NA;"Natural";0,673;NA;0,073;0,064;0,81;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;8500;"Atkin, 1984";NA;80811;NA
"1273";1273;"Pinus sylvestris L.";37;4;5,7;NA;NA;NA;NA;"Natural";2,117;NA;0,32;0,237;2,67;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;8500;"Atkin, 1984";NA;80811;NA
"1274";1274;"Pinus sylvestris L.";37;6;6,9;NA;NA;NA;NA;"Natural";5,375;NA;0,754;0,82;6,95;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;8500;"Atkin, 1984";NA;80811;NA
"1275";1275;"Pinus sylvestris L.";37;8;8;NA;NA;NA;NA;"Natural";9,703;NA;1,345;1,49;12,54;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;8500;"Atkin, 1984";NA;80811;NA
"1276";1276;"Pinus sylvestris L.";37;10;8,2;NA;NA;NA;NA;"Natural";15,73;NA;2,571;1,936;20,24;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;8500;"Atkin, 1984";NA;80811;NA
"1277";1277;"Pinus sylvestris L.";37;12;9,3;NA;NA;NA;NA;"Natural";26,55;NA;3,101;3,052;32,7;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;8500;"Atkin, 1984";NA;80811;NA
"1278";1278;"Pinus sylvestris L.";65;4,1;5,9;NA;NA;NA;NA;"Natural";2,248;NA;0,132;0,095;2,48;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;21100;"Atkin, 1984";NA;80811;NA
"1279";1279;"Pinus sylvestris L.";65;7,9;8,2;NA;NA;NA;NA;"Natural";9,553;NA;0,745;0,551;10,85;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;21100;"Atkin, 1984";NA;80811;NA
"1280";1280;"Pinus sylvestris L.";65;12,1;9,5;NA;NA;NA;NA;"Natural";20,91;NA;2,833;2,261;26;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;21100;"Atkin, 1984";NA;80811;NA
"1281";1281;"Pinus sylvestris L.";65;13,8;9,4;NA;NA;NA;NA;"Natural";23,39;NA;3,322;1,876;28,59;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;21100;"Atkin, 1984";NA;80811;NA
"1282";1282;"Pinus sylvestris L.";65;4,3;6,1;NA;NA;NA;NA;"Natural";2,601;NA;0,17;0,143;2,91;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;9400;"Atkin, 1984";NA;80811;NA
"1283";1283;"Pinus sylvestris L.";65;8,1;9;NA;NA;NA;NA;"Natural";11,96;NA;0,925;0,548;13,43;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;9400;"Atkin, 1984";NA;80811;NA
"1284";1284;"Pinus sylvestris L.";65;12;11;NA;NA;NA;NA;"Natural";23,99;NA;2,927;2,352;29,27;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;9400;"Atkin, 1984";NA;80811;NA
"1285";1285;"Pinus sylvestris L.";65;16;11,2;NA;NA;NA;NA;"Natural";36,76;NA;6,736;3,026;46,52;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;9400;"Atkin, 1984";NA;80811;NA
"1286";1286;"Pinus sylvestris L.";65;3,9;5,6;NA;NA;NA;NA;"Natural";2,022;NA;0,267;0,143;2,43;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;8100;"Atkin, 1984";NA;80811;NA
"1287";1287;"Pinus sylvestris L.";65;8;8,2;NA;NA;NA;NA;"Natural";8,203;NA;0,933;0,862;10;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;8100;"Atkin, 1984";NA;80811;NA
"1288";1288;"Pinus sylvestris L.";65;12,1;10,7;NA;NA;NA;NA;"Natural";23,95;NA;4,347;2,731;31,03;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;8100;"Atkin, 1984";NA;80811;NA
"1289";1289;"Pinus sylvestris L.";65;16;11,9;NA;NA;NA;NA;"Natural";45,17;NA;8,611;4,736;58,52;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;8100;"Atkin, 1984";NA;80811;NA
"1290";1290;"Pinus sylvestris L.";65;20;12,6;NA;NA;NA;NA;"Natural";59,2;NA;23;9,266;91,47;NA;NA;"Kazakh Small Hills (Kazakhskiy Melkosopochnik)";"KAZ";53;70,083;NA;8100;"Atkin, 1984";NA;80811;NA
"1291";1291;"Pinus sylvestris L.";83;9,2;6,5;2,7;2,8;NA;NA;"Natural";13,5;NA;2,77;1,61;17,9;NA;NA;"Tomsk region: Southern Vasyugan, Chaya river";"RUS";57;81;NA;1810;"Khramov and Valutskiy, 1977";NA;80611;NA
"1292";1292;"Pinus sylvestris L.";184;18;10,35;6,15;3,03;NA;NA;"Natural";61,4;NA;7,72;2,97;72,1;NA;NA;"Tomsk region: Southern Vasyugan, Chaya river";"RUS";57;81;NA;1810;"Khramov and Valutskiy, 1977";NA;80611;NA
"1293";1293;"Pinus sylvestris L.";33;NA;1;0,5;0,53;NA;NA;"Natural";0,101;NA;0,0297;0,0425;0,173;NA;NA;"Tomsk region: Southern Vasyugan, Chaya river";"RUS";57;81;NA;1810;"Khramov and Valutskiy, 1977";NA;80611;NA
"1294";1294;"Pinus sylvestris L.";31;0,5;1,7;1,3;0,36;NA;NA;"Natural";0,051;NA;0,01;0,0046;0,066;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;19980;"Gabeyev, 1976";NA;80817;NA
"1295";1295;"Pinus sylvestris L.";31;1,1;2,1;1,4;0,53;NA;NA;"Natural";0,093;NA;0,019;0,0092;0,121;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;19980;"Gabeyev, 1976";NA;80817;NA
"1296";1296;"Pinus sylvestris L.";31;1,4;2,7;1,7;0,6;NA;NA;"Natural";0,177;NA;0,015;0,0092;0,201;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;19980;"Gabeyev, 1976";NA;80817;NA
"1297";1297;"Pinus sylvestris L.";31;2,7;5,5;2,9;0,39;NA;NA;"Natural";0,772;NA;0,15;0,037;0,959;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;19980;"Gabeyev, 1976";NA;80817;NA
"1298";1298;"Pinus sylvestris L.";31;3,5;4,3;2,7;0,84;NA;NA;"Natural";0,6;NA;0,099;0,037;0,736;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;19980;"Gabeyev, 1976";NA;80817;NA
"1299";1299;"Pinus sylvestris L.";31;4,3;6,9;4,2;1,03;NA;NA;"Natural";2,05;NA;0,186;0,106;2,34;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;19980;"Gabeyev, 1976";NA;80817;NA
"1300";1300;"Pinus sylvestris L.";31;5,1;7,9;4,8;0,75;NA;NA;"Natural";4,8;NA;0,392;0,725;5,92;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;19980;"Gabeyev, 1976";NA;80817;NA
"1301";1301;"Pinus sylvestris L.";31;5,3;7,1;3,6;0,93;NA;NA;"Natural";4,94;NA;0,355;0,62;5,91;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;19980;"Gabeyev, 1976";NA;80817;NA
"1302";1302;"Pinus sylvestris L.";31;6,4;8,3;4,9;1,17;NA;NA;"Natural";8,67;NA;0,835;0,968;10,47;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;19980;"Gabeyev, 1976";NA;80817;NA
"1303";1303;"Pinus sylvestris L.";31;6,9;8,4;4,9;1,33;NA;NA;"Natural";10,1;NA;0,901;0,959;12;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;19980;"Gabeyev, 1976";NA;80817;NA
"1304";1304;"Pinus sylvestris L.";31;7,6;8,4;4,6;1,38;NA;NA;"Natural";10,1;NA;1,127;1,38;12,61;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;19980;"Gabeyev, 1976";NA;80817;NA
"1305";1305;"Pinus sylvestris L.";31;8,3;9,1;5,2;1,4;NA;NA;"Natural";10,61;NA;1,335;1,56;13,51;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;19980;"Gabeyev, 1976";NA;80817;NA
"1306";1306;"Pinus sylvestris L.";65;8,5;11,8;8,5;1,64;NA;NA;"Natural";12,81;1,35;0,872;0,133;13,82;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;2166;"Gabeyev, 1976";NA;80817;NA
"1307";1307;"Pinus sylvestris L.";65;8,7;16,1;12,4;0,8;NA;NA;"Natural";16,23;1,82;0,513;0,178;16,92;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;2166;"Gabeyev, 1976";NA;80817;NA
"1308";1308;"Pinus sylvestris L.";65;9,2;15,4;11,9;1,38;NA;NA;"Natural";21,32;2,07;1,35;0,366;23,04;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;2166;"Gabeyev, 1976";NA;80817;NA
"1309";1309;"Pinus sylvestris L.";65;9,8;15,8;11,9;1,6;NA;NA;"Natural";29,57;NA;1,5;0,777;31,85;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;2166;"Gabeyev, 1976";NA;80817;NA
"1310";1310;"Pinus sylvestris L.";65;12,4;18,7;14,4;1,63;NA;NA;"Natural";50,2;NA;2,49;1,37;54,06;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;2166;"Gabeyev, 1976";NA;80817;NA
"1311";1311;"Pinus sylvestris L.";65;13;19,8;14;1,55;NA;NA;"Natural";47,91;3,45;2,54;2,09;52,54;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;2166;"Gabeyev, 1976";NA;80817;NA
"1312";1312;"Pinus sylvestris L.";65;13,4;20,2;15,7;1,6;NA;NA;"Natural";56;4,03;1,72;1,67;59,39;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;2166;"Gabeyev, 1976";NA;80817;NA
"1313";1313;"Pinus sylvestris L.";65;14,5;19,3;14,8;2,11;NA;NA;"Natural";60,33;3,74;3,31;2,83;66,47;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;2166;"Gabeyev, 1976";NA;80817;NA
"1314";1314;"Pinus sylvestris L.";65;16,1;21,2;14;1,43;NA;NA;"Natural";97,02;4,5;5,8;4,31;107,1;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;2166;"Gabeyev, 1976";NA;80817;NA
"1315";1315;"Pinus sylvestris L.";65;17,5;21,7;14,3;1,43;NA;NA;"Natural";102,9;NA;6,08;4,04;113;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;2166;"Gabeyev, 1976";NA;80817;NA
"1316";1316;"Pinus sylvestris L.";65;20,7;22,6;15,1;1,95;NA;NA;"Natural";131,3;NA;9,71;6,64;147,7;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;2166;"Gabeyev, 1976";NA;80817;NA
"1317";1317;"Pinus sylvestris L.";65;24,1;22,2;14,9;2,81;NA;NA;"Natural";182,5;NA;15,09;7,83;205,4;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;2166;"Gabeyev, 1976";NA;80817;NA
"1318";1318;"Pinus sylvestris L.";65;25,5;22,6;14,8;3,01;NA;NA;"Natural";194,9;12,5;17,24;9,77;221,9;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;2166;"Gabeyev, 1976";NA;80817;NA
"1319";1319;"Pinus sylvestris L.";65;44;27,8;14,2;6;NA;NA;"Natural";518,7;NA;82,58;24,11;625,4;NA;NA;"Tomsk region:  Timiryazevskiy";"RUS";56,417;84,833;NA;2166;"Gabeyev, 1976";NA;80817;NA
"1320";1320;"Pinus sylvestris L.";70;6;9,4;6,7;0,62;NA;NA;"Natural";3,63;NA;0,095;0,429;4,15;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1321";1321;"Pinus sylvestris L.";70;6,5;8,5;5,6;0,7;NA;NA;"Natural";4,39;NA;0,382;0,343;5,12;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1322";1322;"Pinus sylvestris L.";70;8;12,6;9,2;1,11;NA;NA;"Natural";12,4;NA;0,573;0,215;13,2;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1323";1323;"Pinus sylvestris L.";70;8,5;13,8;10,9;0,96;NA;NA;"Natural";14,2;NA;1,53;0,472;16,2;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1324";1324;"Pinus sylvestris L.";70;8,7;12,5;8,7;1,4;NA;NA;"Natural";12,3;NA;1,1;0,515;13,9;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1325";1325;"Pinus sylvestris L.";70;9;14,4;10,8;1,2;NA;NA;"Natural";14,6;NA;1,34;0,343;16,3;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1326";1326;"Pinus sylvestris L.";70;9;14,7;11,5;1,23;NA;NA;"Natural";14,6;NA;0,24;0,172;15;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1327";1327;"Pinus sylvestris L.";70;10;12,9;8,8;1,4;NA;NA;"Natural";17,3;NA;1,05;0,256;18,6;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1328";1328;"Pinus sylvestris L.";70;13;17;11,8;1,35;NA;NA;"Natural";40,9;NA;2,2;0,809;43,9;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1329";1329;"Pinus sylvestris L.";70;13,4;16,8;12;1,23;NA;NA;"Natural";33,7;NA;1,81;0,98;36,5;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1330";1330;"Pinus sylvestris L.";70;13,6;18,4;12,4;1,4;NA;NA;"Natural";46,1;NA;2,58;1,02;49,7;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1331";1331;"Pinus sylvestris L.";70;14;19,4;13,7;1,8;NA;NA;"Natural";42,2;NA;2,53;1,02;45,8;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1332";1332;"Pinus sylvestris L.";70;14,2;17;11,5;1,75;NA;NA;"Natural";46,9;NA;1,1;0,937;48,9;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1333";1333;"Pinus sylvestris L.";70;14,3;19,1;13,2;1,9;NA;NA;"Natural";44,2;NA;2,91;1,28;48,4;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1334";1334;"Pinus sylvestris L.";70;14,4;16,3;10,8;1,84;NA;NA;"Natural";46,1;NA;5,82;1,58;53,5;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1335";1335;"Pinus sylvestris L.";70;15;17;11;1,6;NA;NA;"Natural";49,6;NA;3,74;1,88;55,2;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1336";1336;"Pinus sylvestris L.";70;16;19,7;13,2;2;NA;NA;"Natural";56,3;NA;4,23;2,28;62,8;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1337";1337;"Pinus sylvestris L.";70;16,2;18,2;11,8;1,5;NA;NA;"Natural";56,7;NA;5,02;2,19;63,9;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1338";1338;"Pinus sylvestris L.";70;16,3;20,5;14,4;2,23;NA;NA;"Natural";73,5;NA;4,45;2,24;80,2;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1339";1339;"Pinus sylvestris L.";70;16,5;22;15;1,96;NA;NA;"Natural";86,1;NA;5,9;3,08;95,1;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1340";1340;"Pinus sylvestris L.";70;17;21,6;15,5;2,16;NA;NA;"Natural";98,8;NA;7,95;3,99;110,7;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1341";1341;"Pinus sylvestris L.";70;18,6;20,1;14,2;1,7;NA;NA;"Natural";87,6;NA;4,97;2,48;95,1;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1342";1342;"Pinus sylvestris L.";70;20;22,3;14,8;2,4;NA;NA;"Natural";118,7;NA;6,92;4,37;130;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1343";1343;"Pinus sylvestris L.";70;20,4;20,8;13,7;2,23;NA;NA;"Natural";122,1;NA;10,67;5,86;138,6;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1344";1344;"Pinus sylvestris L.";70;23;18,7;11,9;2,2;NA;NA;"Natural";119;NA;10,26;5,77;135;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1345";1345;"Pinus sylvestris L.";70;25;23,3;15,9;2,38;NA;NA;"Natural";149,8;NA;13,15;7,22;170,2;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1346";1346;"Pinus sylvestris L.";70;26;21,9;14,2;3,16;NA;NA;"Natural";211,7;NA;22,59;10,2;244,5;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1347";1347;"Pinus sylvestris L.";70;26;23;15,8;2,64;NA;NA;"Natural";219,4;NA;18,15;8,57;246,1;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1348";1348;"Pinus sylvestris L.";70;31;24,2;16,4;4,24;NA;NA;"Natural";283,2;NA;22,61;10,4;316,2;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1349";1349;"Pinus sylvestris L.";70;35;24,1;14,9;4;NA;NA;"Natural";309;NA;34,36;13,5;356,9;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1867;"Gabeyev, 1976";NA;80444;NA
"1350";1350;"Pinus sylvestris L.";37;0,9;2,6;1,4;0,51;NA;NA;"Natural";0,167;NA;0,019;0,0092;0,195;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;5140;"Gabeyev, 1976";NA;80444;NA
"1351";1351;"Pinus sylvestris L.";37;1,7;3,5;1,9;0,71;NA;NA;"Natural";0,271;NA;0,067;0,014;0,352;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;5140;"Gabeyev, 1976";NA;80444;NA
"1352";1352;"Pinus sylvestris L.";37;2,3;5,5;3,5;0,87;NA;NA;"Natural";0,333;NA;0,048;0,018;0,399;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;5140;"Gabeyev, 1976";NA;80444;NA
"1353";1353;"Pinus sylvestris L.";37;2,4;4,4;3,2;0,8;NA;NA;"Natural";0,571;NA;0,048;0,009;0,628;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;5140;"Gabeyev, 1976";NA;80444;NA
"1354";1354;"Pinus sylvestris L.";37;2,4;5,1;3,3;0,87;NA;NA;"Natural";0,619;NA;0,086;0,032;0,737;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;5140;"Gabeyev, 1976";NA;80444;NA
"1355";1355;"Pinus sylvestris L.";37;3,3;5,6;3,6;1,01;NA;NA;"Natural";0,952;NA;0,086;0,064;1,102;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;5140;"Gabeyev, 1976";NA;80444;NA
"1356";1356;"Pinus sylvestris L.";37;3,6;7,6;4,6;0,94;NA;NA;"Natural";2,05;NA;0,119;0,105;2,27;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;5140;"Gabeyev, 1976";NA;80444;NA
"1357";1357;"Pinus sylvestris L.";37;4,1;5,3;3,5;1,13;NA;NA;"Natural";1,64;NA;0,181;0,092;1,91;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;5140;"Gabeyev, 1976";NA;80444;NA
"1358";1358;"Pinus sylvestris L.";37;4,5;7,4;4,9;1,13;NA;NA;"Natural";2,14;NA;0,224;0,174;2,54;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;5140;"Gabeyev, 1976";NA;80444;NA
"1359";1359;"Pinus sylvestris L.";37;5,8;8,8;5,1;1,18;NA;NA;"Natural";6,09;NA;0,553;0,418;7,06;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;5140;"Gabeyev, 1976";NA;80444;NA
"1360";1360;"Pinus sylvestris L.";37;7,6;10,4;5,6;1,24;NA;NA;"Natural";11,28;NA;0,906;0,555;12,74;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;5140;"Gabeyev, 1976";NA;80444;NA
"1361";1361;"Pinus sylvestris L.";37;7,8;11;7,1;1,43;NA;NA;"Natural";10,42;NA;0,572;0,482;11,47;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;5140;"Gabeyev, 1976";NA;80444;NA
