ID;Species;Tree age;DBH;H tree;Hcr;Dcr;Vtot;Vbark;Origin;Pst;Pbark;Pbr;Pf;Pabo;Proot;Ptot;Location;Country;Latitude;Longitude;Altitude (m.s.l.);Tree number / ha;Reference;Notes;Ecoregion;ID_Plot
8898;Pinus Pallasiana;14;3,2;2,5;;;2;1;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8899;Pinus Pallasiana;14;3,7;2,7;;;3;1;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8900;Pinus Pallasiana;15;3,7;3,1;0,9;0,8;3;1;Planted;1,401;;0,88;0,32;2,601;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8901;Pinus Pallasiana;14;4;2,9;;;4;1;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8902;Pinus Pallasiana;14;4,4;3,3;;;6;2;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8903;Pinus Pallasiana;14;4,5;3,1;;;5;2;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8904;Pinus Pallasiana;14;5,8;3,5;;;10;3;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8905;Pinus Pallasiana;15;6,4;4,1;0,6;2,5;10;4;Planted;3,76;;3,79;1,08;8,63;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8906;Pinus Pallasiana;14;6,8;3,8;;;10;3;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8907;Pinus Pallasiana;16;8,9;4,3;0,1;2,8;20;6;Planted;7,96;;9,64;3,14;20,74;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8908;Pinus Pallasiana;38;14,4;10,8;;;111;25;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8909;Pinus Pallasiana;38;19;11,4;;;170;49;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8910;Pinus Pallasiana;33;19,6;11;;;186;44;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8911;Pinus Pallasiana;34;20;11,8;2,9;4,8;209;41;Planted;88,825;;49,89;26,38;165,095;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8912;Pinus Pallasiana;34;21;13,9;4,7;4;296;53;Planted;133,496;;49,84;12,14;195,476;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8913;Pinus Pallasiana;34;22,4;14,1;;;344;63;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8914;Pinus Pallasiana;31;25;13;;;314;61;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8915;Pinus Pallasiana;34;26,2;12,2;;;328;58;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8916;Pinus Pallasiana;34;28,7;13;3,1;5,7;430;87;Planted;181,03;;132,16;24,69;337,88;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8917;Pinus Pallasiana;22;2;3;;;1;;Planted;;;;;;;;;UKR;46,6;32,73;;3633;Lakyda et al., 2016;;80814;12220
8918;Pinus Pallasiana;22;4,4;3,9;;;6;3;Planted;;;;;;;;;UKR;46,6;32,73;;3633;Lakyda et al., 2016;;80814;12220
8919;Pinus Pallasiana;22;5,2;4,6;0,7;1,6;8;4;Planted;3,448;;1,59;0,56;5,598;;;;UKR;46,6;32,73;;3633;Lakyda et al., 2016;;80814;12220
8920;Pinus Pallasiana;22;5,8;4,3;;;9;4;Planted;;;;;;;;;UKR;46,6;32,73;;3633;Lakyda et al., 2016;;80814;12220
8921;Pinus Pallasiana;22;5,9;3,7;;;8;3;Planted;;;;;;;;;UKR;46,6;32,73;;3633;Lakyda et al., 2016;;80814;12220
8922;Pinus Pallasiana;22;6,5;4,4;1,1;1,7;11;4;Planted;4,576;;1,83;0,56;6,966;;;;UKR;46,6;32,73;;3633;Lakyda et al., 2016;;80814;12220
8923;Pinus Pallasiana;21;7,3;4,5;;;14;5;Planted;;;;;;;;;UKR;46,6;32,73;;3633;Lakyda et al., 2016;;80814;12220
8924;Pinus Pallasiana;22;7,8;4,8;;;18;6;Planted;;;;;;;;;UKR;46,6;32,73;;3633;Lakyda et al., 2016;;80814;12220
8925;Pinus Pallasiana;22;8,2;4,6;;;17;6;Planted;;;;;;;;;UKR;46,6;32,73;;3633;Lakyda et al., 2016;;80814;12220
8926;Pinus Pallasiana;22;8,4;4,7;0,7;2,4;18;7;Planted;7,56;;5,14;1,52;14,22;;;;UKR;46,6;32,73;;3633;Lakyda et al., 2016;;80814;12220
8927;Pinus Pallasiana;22;10,4;5,8;;;32;11;Planted;;;;;;;;;UKR;46,6;32,73;;3633;Lakyda et al., 2016;;80814;12220
8928;Pinus Pallasiana;22;12,5;5,7;0,4;3,1;42;13;Planted;16,338;;13,74;2,39;32,468;;;;UKR;46,6;32,73;;3633;Lakyda et al., 2016;;80814;12220
8929;Pinus Pallasiana;54;13;12;;;101;23;Planted;;;;;;;;;UKR;46,6;32,73;;929;Lakyda et al., 2016;;80814;12221
8930;Pinus Pallasiana;54;15,8;15,5;9,3;2,7;156;24;Planted;83,304;;10,91;5,7;99,914;;;;UKR;46,6;32,73;;929;Lakyda et al., 2016;;80814;12221
8931;Pinus Pallasiana;54;17,2;15,3;;;187;34;Planted;;;;;;;;;UKR;46,6;32,73;;929;Lakyda et al., 2016;;80814;12221
8932;Pinus Pallasiana;54;19,3;13,7;5,5;4,6;229;43;Planted;95,951;;23,33;9,88;129,161;;;;UKR;46,6;32,73;;929;Lakyda et al., 2016;;80814;12221
8933;Pinus Pallasiana;54;19,8;13,9;;;219;44;Planted;;;;;;;;;UKR;46,6;32,73;;929;Lakyda et al., 2016;;80814;12221
8934;Pinus Pallasiana;53;20,6;13,1;;;267;53;Planted;;;;;;;;;UKR;46,6;32,73;;929;Lakyda et al., 2016;;80814;12221
8935;Pinus Pallasiana;54;22,6;16,5;;;336;78;Planted;;;;;;;;;UKR;46,6;32,73;;929;Lakyda et al., 2016;;80814;12221
8936;Pinus Pallasiana;54;23;17,8;12;4,5;357;75;Planted;160,293;;20,83;7,33;188,453;;;;UKR;46,6;32,73;;929;Lakyda et al., 2016;;80814;12221
8937;Pinus Pallasiana;54;23,8;16,1;;;365;80;Planted;;;;;;;;;UKR;46,6;32,73;;929;Lakyda et al., 2016;;80814;12221
8938;Pinus Pallasiana;54;27,7;16,7;;;495;86;Planted;;;;;;;;;UKR;46,6;32,73;;929;Lakyda et al., 2016;;80814;12221
8939;Pinus Pallasiana;54;29;18,8;;;563;96;Planted;;;;;;;;;UKR;46,6;32,73;;929;Lakyda et al., 2016;;80814;12221
8940;Pinus Pallasiana;54;33,7;17,1;4;6,7;731;109;Planted;348,687;;157,57;38,82;545,077;;;;UKR;46,6;32,73;;929;Lakyda et al., 2016;;80814;12221
8941;Pinus Pallasiana;54;3,8;3,8;;;4;2;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12225
8942;Pinus Pallasiana;52;4;4,4;;;4;1;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12225
8943;Pinus Pallasiana;56;4,1;4,2;1,4;1,2;5;2;Planted;2,195;;0,53;0,21;2,935;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12225
8944;Pinus Pallasiana;54;5,9;4,8;;;10;3;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12225
8945;Pinus Pallasiana;54;6,4;5,1;1,9;2,6;11;4;Planted;4,928;;1,64;0,65;7,218;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12225
8946;Pinus Pallasiana;56;6,6;5,5;;;12;3;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12225
8947;Pinus Pallasiana;54;7,9;5,2;;;17;7;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12225
8948;Pinus Pallasiana;56;8;6;;;18;6;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12225
8949;Pinus Pallasiana;54;8,5;5,3;2,3;1,7;20;9;Planted;6,78;;1,34;0,66;8,78;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12225
8950;Pinus Pallasiana;56;10,9;5,7;;;27;8;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12225
8951;Pinus Pallasiana;56;11;6,1;;;43;11;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12225
8952;Pinus Pallasiana;56;14,9;7,8;2,1;3,9;85;29;Planted;32,045;;15,44;3,72;51,205;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12225
8953;Pinus Pallasiana;90;46,8;24,8;;;2318;234;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12240
8954;Pinus Pallasiana;90;20,2;11,2;;;221;32;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12241
8955;Pinus Pallasiana;94;37;21,6;;;1306;96;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12242
8956;Pinus Pallasiana;91;33,2;15,8;;;667;67;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12243
8957;Pinus Pallasiana;100;47,4;19,8;;;1825;205;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12244
8958;Pinus Pallasiana;70;21,5;14,6;;;247;25;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12245
8959;Pinus Pallasiana;61;23,2;16,5;;;327;25;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12246
8960;Pinus Pallasiana;105;53;24;;;2239;302;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12247
8961;Pinus Pallasiana;90;20,2;11,2;;;221;31;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12248
8962;Pinus Pallasiana;92;24,5;11,7;;;290;36;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12249
8963;Pinus Pallasiana;99;46,4;20,1;;;1729;208;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12250
8964;Pinus Pallasiana;103;53,2;23;;;2706;348;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12251
8965;Pinus Pallasiana;101;46;21,1;;;1724;195;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12252
8966;Pinus Pallasiana;47;19,8;16,3;;;309;34;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12253
8967;Pinus Pallasiana;42;6,2;7;;;12;4;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12235
8968;Pinus Pallasiana;40;8,2;9,5;;;31;7;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12235
8969;Pinus Pallasiana;40;9;7;3,9;1,9;26;12;Planted;11,024;;1,42;0,37;12,814;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12235
8970;Pinus Pallasiana;40;11,8;9,2;;;58;16;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12235
8971;Pinus Pallasiana;42;13,7;8,9;3,3;2,7;71;16;Planted;32,518;;7,24;3;42,758;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12235
8972;Pinus Pallasiana;42;14,3;9,5;;;69;17;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12235
8973;Pinus Pallasiana;42;15,5;9,9;;;109;24;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12235
8974;Pinus Pallasiana;42;16,3;9,8;;;122;30;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12235
8975;Pinus Pallasiana;42;17,2;10,8;5,1;3,2;145;32;Planted;73,95;;12,97;6,52;93,44;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12235
8976;Pinus Pallasiana;42;18,1;10,5;;;161;36;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12235
8977;Pinus Pallasiana;42;19;11,1;;;183;49;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12235
8978;Pinus Pallasiana;40;23;11,3;3,5;3,6;256;52;Planted;130,048;;42,04;7,42;179,508;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12235
8979;Pinus Pallasiana;35;4,2;6,3;2,8;1,1;6;2;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12232
8980;Pinus Pallasiana;35;8,2;8;;;26;6;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12232
8981;Pinus Pallasiana;35;10,5;8,5;;;41;9;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12232
8982;Pinus Pallasiana;35;14,2;9;;;91;20;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12232
8983;Pinus Pallasiana;35;4,2;7,3;5,2;0,8;6;1;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12230
8984;Pinus Pallasiana;35;5,9;7,4;4,6;1,1;11;2;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12230
8985;Pinus Pallasiana;35;7,3;7,9;5,5;1,1;21;5;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12230
8986;Pinus Pallasiana;35;13,1;9,9;5,5;1,9;79;16;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12230
8987;Pinus Pallasiana;31;6,1;6,4;;;13;4;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12228
8988;Pinus Pallasiana;31;7,1;7,6;;;18;5;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12228
8989;Pinus Pallasiana;31;7,6;7,8;;;21;7;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12228
8990;Pinus Pallasiana;31;8;8;1,8;2;23;7;Planted;10,488;;2,45;1,26;14,198;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12228
8991;Pinus Pallasiana;29;9;6,9;;;25;6;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12228
8992;Pinus Pallasiana;31;9,5;8;3,8;2,8;35;10;Planted;14,245;;3,65;1,57;19,465;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12228
8993;Pinus Pallasiana;31;10,2;8,2;;;41;12;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12228
8994;Pinus Pallasiana;31;11,5;9;4,3;2,7;60;12;Planted;27,12;;5,7;2,8;35,62;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12228
8995;Pinus Pallasiana;31;12;9,4;;;73;20;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12228
8996;Pinus Pallasiana;31;12,3;9;;;76;21;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12228
8997;Pinus Pallasiana;31;13,9;9,5;;;82;19;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12228
8998;Pinus Pallasiana;31;16,4;8,8;2,9;3,4;108;21;Planted;46,224;;16,88;4,9;68,004;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12228
8999;Pinus Pallasiana;51;12;11,7;;;73;20;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12227
9000;Pinus Pallasiana;51;14,1;11,5;;;104;22;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12227
9001;Pinus Pallasiana;51;15;14,1;8,2;3,5;154;33;Planted;67,914;;8,3;3,52;79,734;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12227
9002;Pinus Pallasiana;51;17,8;14,5;;;183;47;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12227
9003;Pinus Pallasiana;51;20,3;14;;;241;54;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12227
9004;Pinus Pallasiana;51;20,8;14,9;8,9;4;293;75;Planted;116,028;;20,77;7,31;144,108;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12227
9005;Pinus Pallasiana;52;23,2;14;;;303;60;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12227
9006;Pinus Pallasiana;52;23,9;13,7;7,5;5;317;71;Planted;122,362;;22,03;7,85;152,242;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12227
9007;Pinus Pallasiana;52;26;15,4;;;428;102;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12227
9008;Pinus Pallasiana;52;28,1;15,5;;;496;131;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12227
9009;Pinus Pallasiana;52;31,8;15,5;6,9;5,9;542;24;Planted;242,274;;114,79;26,53;383,594;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12227
9010;Pinus Pallasiana;21;1,7;1,7;;;1;;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12224
9011;Pinus Pallasiana;20;2,2;2,3;0,1;1,5;2;1;Planted;0,916;;1,05;0,4;2,366;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12224
9012;Pinus Pallasiana;22;2,5;2,3;;;2;1;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12224
9013;Pinus Pallasiana;22;2,8;2,1;;;2;1;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12224
9014;Pinus Pallasiana;22;3,6;2,8;;;4;2;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12224
9015;Pinus Pallasiana;21;4,1;2,9;;;4;1;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12224
9016;Pinus Pallasiana;22;5,3;3,1;;;7;2;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12224
9017;Pinus Pallasiana;22;6;3,9;;;10;4;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12224
9018;Pinus Pallasiana;22;6,7;3,7;0,1;2,8;13;5;Planted;5,863;;5,96;1,95;13,773;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12224
9019;Pinus Pallasiana;22;7,9;4;;;17;7;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12224
9020;Pinus Pallasiana;22;6,3;4;;;18;5;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12224
9021;Pinus Pallasiana;22;11;5,1;0,1;2,2;30;8;Planted;13,47;;6,39;1,42;21,28;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12224
9022;Pinus Pallasiana;31;10,1;8;4,5;1,6;39;7;Planted;16,068;;2,7;1,43;20,198;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12222
9023;Pinus Pallasiana;31;11,4;7,8;2,8;2,1;50;13;Planted;18,3;;2,85;1,57;22,72;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12222
9024;Pinus Pallasiana;31;17,3;10,4;5;2,9;143;26;Planted;59,202;;13,15;5,27;77,622;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12222
9025;Pinus Pallasiana;33;11,4;9,5;;;56;13;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12223
9026;Pinus Pallasiana;34;12,2;9,6;4;2,5;73;15;Planted;23,725;;4,74;1,29;29,755;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12223
9027;Pinus Pallasiana;33;13,1;10,4;;;86;17;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12223
9028;Pinus Pallasiana;34;14,1;10,7;6,4;2,7;85;17;Planted;36,21;;4,55;1,72;42,48;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12223
9029;Pinus Pallasiana;34;14,2;9,3;;;76;16;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12223
9030;Pinus Pallasiana;34;14,2;10,1;;;95;20;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12223
9031;Pinus Pallasiana;34;15,7;10,9;;;108;23;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12223
9032;Pinus Pallasiana;33;16;10,4;;;110;20;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12223
9033;Pinus Pallasiana;34;16,1;11,2;6,4;2,7;120;27;Planted;48;;10,11;2,56;60,67;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12223
9034;Pinus Pallasiana;34;17,7;11,5;;;159;34;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12223
9035;Pinus Pallasiana;34;20,1;12,1;;;210;40;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12223
9036;Pinus Pallasiana;34;22,5;13,9;4,7;3,9;285;49;Planted;144,495;;60,94;13,37;218,805;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12223
9037;Pinus Pallasiana;25;6;8,8;;;13;5;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12226
9038;Pinus Pallasiana;24;7,9;10,4;;;25;9;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12226
9039;Pinus Pallasiana;23;9,9;10,3;7,9;1,6;44;9;Planted;19,58;;1,42;0,72;21,72;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12226
9040;Pinus Pallasiana;25;10,2;10;;;45;10;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12226
9041;Pinus Pallasiana;25;11;7,8;;;47;12;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12226
9042;Pinus Pallasiana;25;11,9;10;;;61;18;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12226
9043;Pinus Pallasiana;25;12,8;10,5;6,4;2;71;10;Planted;32,944;;3,64;1,83;38,414;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12226
9044;Pinus Pallasiana;25;13,2;10,4;3,6;3,6;86;20;Planted;36,206;;10,54;3,19;49,936;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12226
9045;Pinus Pallasiana;25;14,2;11,1;;;114;25;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12226
9046;Pinus Pallasiana;25;15,9;11,5;;;130;31;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12226
9047;Pinus Pallasiana;25;18,1;9,8;;;145;34;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12226
9048;Pinus Pallasiana;25;19,2;12,3;7,3;3,7;188;29;Planted;79,336;;15,08;3,94;98,356;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12226
9049;Pinus Pallasiana;25;4,2;3,8;;;4;1;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12229
9050;Pinus Pallasiana;27;5,1;4,7;0,9;2,1;7;2;Planted;3,395;;1,27;0,82;5,485;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12229
9051;Pinus Pallasiana;27;5,8;4,4;;;9;3;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12229
9052;Pinus Pallasiana;27;7,5;5,2;2,4;1,8;16;5;Planted;6,784;;1,51;0,8;9,094;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12229
9053;Pinus Pallasiana;27;7,8;5,2;;;14;4;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12229
9054;Pinus Pallasiana;27;8,1;5,4;;;17;5;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12229
9055;Pinus Pallasiana;27;10,1;6,2;;;30;9;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12229
9056;Pinus Pallasiana;27;10,3;6,4;1,9;2;32;10;Planted;12,96;;3,3;1,97;18,23;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12229
9057;Pinus Pallasiana;27;10,4;6,3;;;30;8;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12229
9058;Pinus Pallasiana;27;11,4;7,1;;;49;15;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12229
9059;Pinus Pallasiana;27;13,2;7,2;;;50;8;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12229
9060;Pinus Pallasiana;27;15,5;8,8;1;3,3;105;25;Planted;41,685;;17,03;5,54;64,255;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12229
9061;Pinus Pallasiana;33;3,4;3,5;2;1,4;3;1;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12231
9062;Pinus Pallasiana;33;7,4;6,8;3,8;1,4;19;5;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12231
9063;Pinus Pallasiana;35;11,7;10;4,5;2,4;63;18;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12231
9064;Pinus Pallasiana;35;22,5;12,2;;;313;54;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12231
9065;Pinus Pallasiana;21;3,9;3,7;0,3;1,2;4;2;Planted;1,94;;0,78;0,51;3,23;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12233
9066;Pinus Pallasiana;23;5,4;4,6;;;8;3;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12233
9067;Pinus Pallasiana;23;7,2;4,7;;;13;5;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12233
9068;Pinus Pallasiana;23;7,9;4,5;;;15;6;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12233
9069;Pinus Pallasiana;26;8,2;5;1,1;1,9;18;6;Planted;8,136;;4,48;2,11;14,726;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12233
9070;Pinus Pallasiana;23;9,8;5,5;;;26;7;Planted;;;;;;;;;UKR;46,6;32,73;;;Lakyda et al., 2016;;80814;12233
