"";"ID";"Tree.species";"Tree.species.code";"Tree.composition";"Structure.of.age";"Origin";"Site.index";"Stand.age";"Height";"DBH";"Tree.number";"Relative.stocking";"Basal.area";"Growing.sto.U.0441.k";"Stem...bark";"Bark";"Wood...bark.of.crown";"Leaves...needles";"Stump...Roots";"Roots.1.mm";"Roots.2.mm";"Roots.5.mm";"Roots.7.mm";"Undergrowth";"Bushes";"Undergrowth...Bushes";"Und...Bushes.with.roots";"Green.forest.floor";"GFF.with.roots";"Snags";"Logs";"Snags...logs";"Dead.branches";"Dead.roots";"Litter";"Country";"Latitude";"Longitude";"ALT_m";"Year";"Number.of.sampled.trees";"LAI..tree.";"Ecoregion";"Reference"
"4570";6126;"Pinus sylvestris var. mongolica";101;"Pi";NA;"Natural";NA;"171";NA;NA;412;NA;NA;385;112,8;NA;11,77;4,62;"23.88";NA;NA;NA;NA;NA;3,06;NA;NA;1,87;NA;NA;NA;NA;NA;NA;NA;"CHN";52,2;120,8;"633";1994;NA;5,69;80505;"Luo, 1996; Ni et al., 2001"
"4571";6127;"Pinus sylvestris var. mongolica";101;"Pi";NA;"Natural";NA;"63";NA;NA;635;NA;NA;208;61,9;NA;10,3;4,65;"18.2";NA;NA;NA;NA;NA;1,9;NA;NA;1,16;NA;NA;NA;NA;NA;NA;NA;"CHN";50,4;121,7;"700";1994;NA;5,62;80505;"Luo, 1996; Ni et al., 2001"
"4572";6128;"Pinus koraiensis, Tilia, Betula, Acer";105;"Pk,Li,Bi,Ma";NA;"Planted";NA;"21";NA;NA;6232;NA;NA;102;27,23;NA;9,59;6,66;"6.29";NA;NA;NA;NA;NA;0,71;NA;NA;0,36;NA;NA;NA;NA;NA;NA;NA;"CHN";50,7;127,2;"300";1994;NA;8,89;80426;"Luo, 1996; Ni et al., 2001"
"4573";6129;"Pinus koraiensis, Tilia, Betula, Acer";105;"Pk,Li,Bi,Ma";NA;"Natural";NA;"181";NA;NA;270;NA;NA;494;137,8;NA;12,51;5,7;"86.2";NA;NA;NA;NA;NA;3,46;NA;NA;1,77;NA;NA;NA;NA;NA;NA;NA;"CHN";44,7;129,7;"400";1994;NA;6,64;80426;"Luo, 1996; Ni et al., 2001"
"4574";6130;"Pinus koraiensis, Tilia, Betula, Acer";105;"Pk,Li,Bi,Ma";NA;"Planted";NA;"101";NA;NA;1100;NA;NA;246;60,09;NA;10,55;3,52;"30.61";NA;NA;NA;NA;NA;1,5;NA;NA;0,76;NA;NA;NA;NA;NA;NA;NA;"CHN";47;129;"350";1994;NA;4,59;80426;"Luo, 1996; Ni et al., 2001"
"4575";6131;"Pinus koraiensis, Tilia, Betula, Acer";105;"Pk,Li,Bi,Ma";NA;"Natural";NA;"124";NA;NA;307;NA;NA;364;109,1;NA;18,26;4,5;"61.74";NA;NA;NA;NA;NA;2,77;NA;NA;1,41;NA;NA;NA;NA;NA;NA;NA;"CHN";46,5;131,8;"378";1994;NA;6;80901;"Luo, 1996; Ni et al., 2001"
"4576";6132;"Pinus koraiensis, Tilia, Betula, Acer";105;"Pk,Li,Bi,Ma";NA;"Natural";NA;"191";NA;NA;235;NA;NA;384;117,6;NA;22,15;4,11;"65.86";NA;NA;NA;NA;NA;3;NA;NA;1,53;NA;NA;NA;NA;NA;NA;NA;"CHN";46,3;133,5;"264";1994;NA;5,55;80907;"Luo, 1996; Ni et al., 2001"
"4577";6133;"Pinus koraiensis, Tilia, Betula, Acer";105;"Pk,Li,Bi,Ma";NA;"Natural";NA;"204";NA;NA;200;NA;NA;404;117,8;NA;22,69;3,43;"63.14";NA;NA;NA;NA;NA;2,96;NA;NA;1,51;NA;NA;NA;NA;NA;NA;NA;"CHN";45,8;132,9;"240";1994;NA;4,97;80907;"Luo, 1996; Ni et al., 2001"
"4578";6134;"Pinus koraiensis, Tilia, Betula, Acer";105;"Pk,Li,Bi,Ma";NA;"Planted";NA;"21";NA;NA;3628;NA;NA;42,7;22,19;NA;7,79;5,47;"6.13";NA;NA;NA;NA;NA;0,59;NA;NA;0,3;NA;NA;NA;NA;NA;NA;NA;"CHN";45,18;130,18;"450";1994;NA;7,31;80426;"Luo, 1996; Ni et al., 2001"
"4579";6135;"Pinus koraiensis, Tilia, Betula, Acer";105;"Pk,Li,Bi,Ma";NA;"Natural";NA;"238";NA;NA;400;NA;NA;512;137,9;NA;12,42;5,51;"84.97";NA;NA;NA;NA;NA;3,44;NA;NA;1,76;NA;NA;NA;NA;NA;NA;NA;"CHN";44,5;130,2;"600";1994;NA;7,19;80426;"Luo, 1996; Ni et al., 2001"
"4580";6136;"Pinus koraiensis, Tilia, Betula, Acer";105;"Pk,Li,Bi,Ma";NA;"Natural";NA;"173";NA;NA;662;NA;NA;405;106,3;NA;11,59;6,36;"71.04";NA;NA;NA;NA;NA;2,79;NA;NA;1,43;NA;NA;NA;NA;NA;NA;NA;"CHN";44,3;128,5;"400";1994;NA;7,88;80426;"Luo, 1996; Ni et al., 2001"
"4581";6137;"Pinus koraiensis, Tilia, Betula, Acer";105;"Pk,Li,Bi,Ma";NA;"Natural";NA;"227";NA;NA;444;NA;NA;500;143,6;NA;17,66;7,24;"79.6";NA;NA;NA;NA;NA;3,55;NA;NA;1,81;NA;NA;NA;NA;NA;NA;NA;"CHN";44,3;129,4;"514";1994;NA;9,26;80426;"Luo, 1996; Ni et al., 2001"
"4582";6138;"Pinus koraiensis, Tilia, Betula, Acer";105;"Pk,Li,Bi,Ma";NA;"Planted";NA;"23";NA;NA;2666;NA;NA;103;46,16;NA;13,93;8,28;"11.83";NA;NA;NA;NA;NA;1,15;NA;NA;0,59;NA;NA;NA;NA;NA;NA;NA;"CHN";45,2;127,5;"300";1994;NA;11,06;80426;"Luo, 1996; Ni et al., 2001"
"4583";6139;"Pinus koraiensis, Tilia, Betula, Acer";105;"Pk,Li,Bi,Ma";NA;"Natural";NA;"185";NA;NA;500;NA;NA;489;132,5;NA;12,81;5,57;"86.12";NA;NA;NA;NA;NA;3,39;NA;NA;1,73;NA;NA;NA;NA;NA;NA;NA;"CHN";48,1;129,3;"403";1994;NA;7,27;80426;"Luo, 1996; Ni et al., 2001"
"4584";6140;"Pinus koraiensis";105;"Pk";NA;"Natural";NA;NA;NA;28,6;742;NA;NA;376;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";47,74;127,127;NA;1997;NA;NA;80426;"Jiang et al., 1999a"
"4585";6142;"Pinus koraiensis, Tilia, Betula, Acer";105;"Pk,Li,Bi,Ma";NA;"Natural";NA;"150";NA;NA;1102;NA;NA;607;207,6;NA;16,17;7,09;"42.39";NA;NA;NA;NA;NA;3,91;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;"CHN";42,42;128,2;"650";1994;NA;11,25;80414;"Luo, 1996; Ni et al., 2001"
"4586";6143;"Pinus koraiensis, Tilia, Betula, Acer";105;"Pk,Li,Bi,Ma";NA;"Natural";NA;"166";NA;NA;437;NA;NA;527;180,1;NA;35,28;4,56;"45.22";NA;NA;NA;NA;NA;3,79;NA;NA;1,94;NA;NA;NA;NA;NA;NA;NA;"CHN";42,5;128,33;"770";1994;NA;6,09;80414;"Luo, 1996; Ni et al., 2001"
"4587";6144;"Pinus koraiensis, Tilia, Betula, Acer";105;"Pk,Li,Bi,Ma";NA;"Planted";NA;"48";NA;NA;1133;NA;NA;162;60,85;NA;16,21;8,52;"16.85";NA;NA;NA;NA;NA;1,46;NA;NA;0,75;NA;NA;NA;NA;NA;NA;NA;"CHN";43,9;125,3;"250";1994;NA;11,38;80430;"Luo, 1996; Ni et al., 2001"
"4588";6145;"Pinus koraiensis, Tilia, Betula, Acer";105;"Pk,Li,Bi,Ma";NA;"Planted";NA;"22";NA;NA;2970;NA;NA;146;45,16;NA;12,45;7,64;"13.85";NA;NA;NA;NA;NA;1,13;NA;NA;0,58;NA;NA;NA;NA;NA;NA;NA;"CHN";42,52;125,42;"400";1994;NA;9,17;80426;"Luo, 1996; Ni et al., 2001"
"4589";6146;"Pinus koraiensis, Tilia, Betula, Acer";105;"Pk,Li,Bi,Ma";NA;"Natural";NA;"145";NA;NA;443;NA;NA;404;156,5;NA;32,45;6,18;"65.29";NA;NA;NA;NA;NA;3,72;NA;NA;1,9;NA;NA;NA;NA;NA;NA;NA;"CHN";43,3;128,2;"696";1994;NA;9,21;80426;"Luo, 1996; Ni et al., 2001"
"4590";6147;"Pinus koraiensis, Tilia, Betula, Acer";105;"Pk,Li,Bi,Ma";NA;"Natural";NA;"146";NA;NA;706;NA;NA;318;108,7;NA;7,65;4,75;"61.2";NA;NA;NA;NA;NA;2,61;NA;NA;1,33;NA;NA;NA;NA;NA;NA;NA;"CHN";42,3;127,2;"600";1994;NA;8,18;80414;"Luo, 1996; Ni et al., 2001"
"4591";6148;"Pinus koraiensis, Tilia, Betula, Acer";105;"Pk,Li,Bi,Ma";NA;"Planted";NA;"24";NA;NA;2130;NA;NA;185;57,28;NA;16,52;9,39;"15.09";NA;NA;NA;NA;NA;1,41;NA;NA;0,72;NA;NA;NA;NA;NA;NA;NA;"CHN";41,9;127;"300";1994;NA;12,53;80414;"Luo, 1996; Ni et al., 2001"
"4592";6149;"Pinus koraiensis, Tilia, Betula, Acer";105;"Pk,Li,Bi,Ma";NA;"Natural";NA;"110";NA;NA;838;NA;NA;NA;146,3;NA;32,63;7,38;"48.06";NA;NA;NA;NA;NA;3,35;NA;NA;1,71;NA;NA;NA;NA;NA;NA;NA;"CHN";42,4;128,17;"675";1994;NA;10,06;80414;"Luo, 1996; Ni et al., 2001"
"4593";6150;"Pinus koraiensis, Tilia, Betula, Acer";105;"Pk,Li,Bi,Ma";NA;"Planted";NA;"38";NA;NA;1001;NA;NA;276;85,73;NA;22,51;13,09;"29.63";NA;NA;NA;NA;NA;2,16;NA;NA;1,1;NA;NA;NA;NA;NA;NA;NA;"CHN";40,88;123,9;"233";1994;NA;17,48;80426;"Luo, 1996; Ni et al., 2001"
"4594";6151;"Pinus koraiensis, Tilia, Betula, Acer";105;"Pk,Li,Bi,Ma";NA;"Planted";NA;"20";NA;NA;3340;NA;NA;106;32,92;NA;10,51;7,16;"10.07";NA;NA;NA;NA;NA;0,87;NA;NA;0,44;NA;NA;NA;NA;NA;NA;NA;"CHN";41,6;125,3;"500";1994;NA;9,56;80426;"Luo, 1996; Ni et al., 2001"
"4595";6152;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"36";NA;NA;3363;NA;NA;178;77,15;NA;12,48;7,76;"29.07";NA;NA;NA;NA;NA;1,9;NA;NA;1,1;NA;NA;NA;NA;NA;NA;NA;"CHN";41,6;119,3;"1110";1994;NA;9,27;80411;"Luo, 1996; Ni et al., 2001"
"4596";6153;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"35";NA;NA;1793;NA;NA;169;73,37;NA;9,67;5,8;"26.98";NA;NA;NA;NA;NA;1,74;NA;NA;1,01;NA;NA;NA;NA;NA;NA;NA;"CHN";42,27;118,97;"843";1994;NA;6,94;80430;"Luo, 1996; Ni et al., 2001"
"4597";6154;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"30";NA;NA;2343;NA;NA;71;40,16;NA;15,57;5,81;"11.85";NA;NA;NA;NA;NA;1,1;NA;NA;0,64;NA;NA;NA;NA;NA;NA;NA;"CHN";42,6;129,5;"560";1994;NA;6,95;80426;"Luo, 1996; Ni et al., 2001"
"4598";6155;"Pinus tabulaeformis";180;"100-Pi";NA;"Planted";"5";"24";10,8;12;2100;1,07971246888286;NA;163;65,2;7,54;15,8;10,8;"14.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";42,52;125,42;"400";1993;NA;NA;80426;"Zou et al., 1995"
"4599";6156;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"95";NA;NA;1417;NA;NA;344;87,41;NA;16,55;10,44;"13.22";NA;NA;NA;NA;NA;1,91;NA;NA;1,11;NA;NA;NA;NA;NA;NA;NA;"CHN";40,5;123,33;"600";1994;NA;12,6;80426;"Luo, 1996; Ni et al., 2001"
"4600";6157;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"30";NA;NA;1475;NA;NA;49,7;21,83;NA;11,5;10,54;"12.58";NA;NA;NA;NA;NA;0,85;NA;NA;0,49;NA;NA;NA;NA;NA;NA;NA;"CHN";40,3;116,8;"553";1994;NA;11,35;80411;"Luo, 1996; Ni et al., 2001"
"4601";6158;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"26";NA;NA;2543;NA;NA;58,5;27,59;NA;7,15;6,39;"7.91";NA;NA;NA;NA;NA;0,74;NA;NA;0,43;NA;NA;NA;NA;NA;NA;NA;"CHN";40,4;118,9;"315";1994;NA;7,63;80411;"Luo, 1996; Ni et al., 2001"
"4602";6159;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"25";NA;NA;1533;NA;NA;84,1;38,81;NA;10,02;7,62;"11.24";NA;NA;NA;NA;NA;1,02;NA;NA;0,59;NA;NA;NA;NA;NA;NA;NA;"CHN";40,9;117,9;"1100";1994;NA;9,11;80411;"Luo, 1996; Ni et al., 2001"
"4603";6160;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"42";NA;NA;1380;NA;NA;133;60,87;NA;15,7;11,14;"17.7";NA;NA;NA;NA;NA;1,58;NA;NA;0,92;NA;NA;NA;NA;NA;NA;NA;"CHN";42;118,6;"898";1994;NA;13,32;80411;"Luo, 1996; Ni et al., 2001"
"4604";6161;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"49";NA;NA;699;NA;NA;170;76,65;NA;19,7;12,08;"22.48";NA;NA;NA;NA;NA;1,96;NA;NA;1,14;NA;NA;NA;NA;NA;NA;NA;"CHN";41;117,3;"1140";1994;NA;14,43;80411;"Luo, 1996; Ni et al., 2001"
"4605";6162;"Pinus tabulaeformis";180;"100-Pi";NA;"Planted";"6";"20";8,9;10,7;3500;0,904044519015656;NA;98,2;39,3;6,24;12,3;7,87;"9.98";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";33,43;108,45;"1700";1988;NA;NA;80434;"Xiao, 1990"
"4606";6163;"Pinus tabulaeformis";180;"100-Pi";NA;"Planted";"7";"21";7,1;7,2;4400;0,89810516187183;NA;69,011;35,47;5,82;6,91;5,48;"11.3";NA;NA;NA;NA;NA;0,12;0,03;0,12;0,11;0,34;NA;NA;0;NA;NA;4,19;"CHN";34,03;110,45;"1000";1988;NA;NA;80434;"Xiao, 1990"
"4607";6164;"Pinus tabulaeformis";180;"100-Pi";NA;"Planted";"6";"21";8,6;8,3;4400;1,21514987247286;NA;125;50;7,06;12,4;7,62;"14.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";34,15;109,43;"800";1988;NA;NA;80424;"Xiao, 1990"
"4608";6165;"Pinus tabulaeformis";180;"100-Pi";NA;"Planted";"7";"25";8,5;9,1;3100;0,803672789301356;NA;81,5;32,56;4,78;9,79;5,63;"9.5";NA;NA;NA;NA;NA;0,27;0,12;0,27;0,14;0,31;NA;NA;0;NA;NA;17,55;"CHN";35,53;109;"1000";1988;NA;NA;80411;"Xiao, 1990"
"4609";6166;"Pinus tabulaeformis";180;"100-Pi";NA;"Planted";"7";"22";8,1;8,3;5270;0,971427124022554;NA;91,5;36,6;5,78;8,77;8,99;"11.5";NA;NA;NA;NA;NA;0,72;0,39;0,72;0,22;0,41;NA;NA;0;NA;NA;24,88;"CHN";35,8;109,7;"1100";1988;NA;NA;80411;"Xiao, 1990"
"4610";6167;"Pinus tabulaeformis";180;"100-Pi";NA;"Planted";"7";"20";7,2;6,9;5100;1,25432510915058;NA;98,5;39,4;6,31;8,59;10,5;"11.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";36,53;108,88;"1440";1988;NA;NA;80411;"Xiao, 1990"
"4611";6169;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"23";NA;NA;1710;NA;NA;48;24,61;NA;9,39;3,63;"7.2";NA;NA;NA;NA;NA;0,67;NA;NA;0,39;NA;NA;NA;NA;NA;NA;NA;"CHN";36,4;117,2;"1000";1994;NA;4,34;80424;"Luo, 1996; Ni et al., 2001"
"4612";6170;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"27";NA;NA;2513;NA;NA;64,2;38,55;NA;15,58;7,14;"11.47";NA;NA;NA;NA;NA;1,09;NA;NA;0,63;NA;NA;NA;NA;NA;NA;NA;"CHN";36,5;118,2;"680";1994;NA;8,14;80424;"Luo, 1996; Ni et al., 2001"
"4613";6171;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"15";NA;NA;3533;NA;NA;33,2;22,79;NA;8,19;3,63;"6.43";NA;NA;NA;NA;NA;0,62;NA;NA;0,36;NA;NA;NA;NA;NA;NA;NA;"CHN";36,7;121,1;"250";1994;NA;4,34;80424;"Luo, 1996; Ni et al., 2001"
"4614";6172;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"15";NA;NA;7095;NA;NA;30;17,17;NA;5,59;3,08;"4.58";NA;NA;NA;NA;NA;0,46;NA;NA;0,26;NA;NA;NA;NA;NA;NA;NA;"CHN";37;120;"240";1994;NA;3,68;80424;"Luo, 1996; Ni et al., 2001"
"4615";6173;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"24";NA;NA;3812;NA;NA;107,3;43,25;NA;16,56;6,39;"12.67";NA;NA;NA;NA;NA;1,18;NA;NA;0,69;NA;NA;NA;NA;NA;NA;NA;"CHN";37,2;121,7;"275";1994;NA;7,63;80424;"Luo, 1996; Ni et al., 2001"
"4616";6174;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"60";NA;NA;985;NA;NA;324;99,61;NA;37,19;11,16;"24.97";NA;NA;NA;NA;NA;2,59;NA;NA;1,5;NA;NA;NA;NA;NA;NA;NA;"CHN";33,33;108,5;"1670";1994;NA;13,53;80434;"Luo, 1996; Ni et al., 2001"
"4617";6175;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"86";NA;NA;301;NA;NA;384;166,5;NA;47,19;5,09;"59.96";NA;NA;NA;NA;NA;4,18;NA;NA;2,43;NA;NA;NA;NA;NA;NA;NA;"CHN";34;107,3;"1520";1994;NA;6,09;80434;"Luo, 1996; Ni et al., 2001"
"4618";6176;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"36";NA;NA;1010;NA;NA;39,5;18,42;NA;3,62;2,99;"7.58";NA;NA;NA;NA;NA;0,49;NA;NA;0,28;NA;NA;NA;NA;NA;NA;NA;"CHN";35,43;112,12;"1589";1994;NA;3,57;80411;"Luo, 1996; Ni et al., 2001"
"4619";6177;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"53";NA;NA;760;NA;NA;62,6;29,2;NA;6,05;4,36;"10.42";NA;NA;NA;NA;NA;0,75;NA;NA;0,44;NA;NA;NA;NA;NA;NA;NA;"CHN";35,58;112,02;"1242";1994;NA;5,21;80411;"Luo, 1996; Ni et al., 2001"
"4620";6178;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"55";NA;NA;824;NA;NA;67,6;31,5;NA;6,52;4,7;"11.25";NA;NA;NA;NA;NA;0,81;NA;NA;0,47;NA;NA;NA;NA;NA;NA;NA;"CHN";35,6;112,08;"1150";1994;NA;5,62;80411;"Luo, 1996; Ni et al., 2001"
"4621";6179;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"28";NA;NA;1205;NA;NA;40,2;18,76;NA;3,65;3,1;"7.96";NA;NA;NA;NA;NA;0,5;NA;NA;0,29;NA;NA;NA;NA;NA;NA;NA;"CHN";35,68;112,1;"1180";1994;NA;3,71;80411;"Luo, 1996; Ni et al., 2001"
"4622";6180;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"24";NA;NA;1481;NA;NA;43,4;20,25;NA;3,9;3,4;"8.81";NA;NA;NA;NA;NA;0,55;NA;NA;0,32;NA;NA;NA;NA;NA;NA;NA;"CHN";35,72;112,22;"990";1994;NA;4,06;80411;"Luo, 1996; Ni et al., 2001"
"4623";6181;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"35";NA;NA;640;NA;NA;38,7;18,07;NA;3,66;2,79;"6.84";NA;NA;NA;NA;NA;0,47;NA;NA;0,27;NA;NA;NA;NA;NA;NA;NA;"CHN";35,75;112,17;"1120";1994;NA;3,34;80411;"Luo, 1996; Ni et al., 2001"
"4624";6182;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"28";NA;NA;984;NA;NA;23,3;10,9;NA;2,07;1,88;"4.94";NA;NA;NA;NA;NA;0,3;NA;NA;0,17;NA;NA;NA;NA;NA;NA;NA;"CHN";35,77;112,28;"980";1994;NA;2,25;80411;"Luo, 1996; Ni et al., 2001"
"4625";6183;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"59";NA;NA;830;NA;NA;136;63,55;NA;13,81;8,76;"19.87";NA;NA;NA;NA;NA;1,59;NA;NA;0,92;NA;NA;NA;NA;NA;NA;NA;"CHN";35,95;113,12;"1350";1994;NA;10,47;80411;"Luo, 1996; Ni et al., 2001"
"4626";6184;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"45";NA;NA;1532;NA;NA;88,8;41,45;NA;8,38;6,44;"15.82";NA;NA;NA;NA;NA;1,08;NA;NA;0,63;NA;NA;NA;NA;NA;NA;NA;"CHN";35,98;112,07;"1300";1994;NA;7,7;80411;"Luo, 1996; Ni et al., 2001"
"4627";6185;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"46";NA;NA;423;NA;NA;37,3;17,45;NA;3,63;2,58;"6.14";NA;NA;NA;NA;NA;0,45;NA;NA;0,26;NA;NA;NA;NA;NA;NA;NA;"CHN";36;112,4;"1200";1994;NA;3,08;80411;"Luo, 1996; Ni et al., 2001"
"4628";6186;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"56";NA;NA;587;NA;NA;62,9;29,35;NA;6,19;4,25;"9.96";NA;NA;NA;NA;NA;0,75;NA;NA;0,43;NA;NA;NA;NA;NA;NA;NA;"CHN";36,08;111,07;"1380";1994;NA;5,08;80411;"Luo, 1996; Ni et al., 2001"
"4629";6187;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"47";NA;NA;1186;NA;NA;52,2;24,36;NA;4,83;3,9;"9.8";NA;NA;NA;NA;NA;0,64;NA;NA;0,37;NA;NA;NA;NA;NA;NA;NA;"CHN";36,17;112,28;"1100";1994;NA;4,66;80411;"Luo, 1996; Ni et al., 2001"
"4630";6188;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"38";NA;NA;803;NA;NA;67,1;31,34;NA;6,5;4,67;"11.15";NA;NA;NA;NA;NA;0,8;NA;NA;0,47;NA;NA;NA;NA;NA;NA;NA;"CHN";36,17;112,47;"1250";1994;NA;5,58;80411;"Luo, 1996; Ni et al., 2001"
"4631";6189;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"53";NA;NA;1113;NA;NA;41,1;19,18;NA;3,76;3,14;"7.98";NA;NA;NA;NA;NA;0,51;NA;NA;0,3;NA;NA;NA;NA;NA;NA;NA;"CHN";36,32;112,17;"1150";1994;NA;3,75;80411;"Luo, 1996; Ni et al., 2001"
"4632";6190;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"60";NA;NA;791;NA;NA;72,9;34;NA;7,1;5,01;"11.88";NA;NA;NA;NA;NA;0,87;NA;NA;0,5;NA;NA;NA;NA;NA;NA;NA;"CHN";36,42;112,25;"1065";1994;NA;5,99;80411;"Luo, 1996; Ni et al., 2001"
"4633";6191;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"33";NA;NA;719;NA;NA;47,9;22,31;NA;4,55;3,41;"8.29";NA;NA;NA;NA;NA;0,58;NA;NA;0,34;NA;NA;NA;NA;NA;NA;NA;"CHN";36,42;112,47;"1332";1994;NA;4,08;80411;"Luo, 1996; Ni et al., 2001"
"4634";6192;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"60";NA;NA;946;NA;NA;120,4;56,19;NA;11,99;7,97;"18.45";NA;NA;NA;NA;NA;1,42;NA;NA;0,82;NA;NA;NA;NA;NA;NA;NA;"CHN";36,43;111,87;"1900";1994;NA;9,53;80411;"Luo, 1996; Ni et al., 2001"
"4635";6193;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"29";NA;NA;1461;NA;NA;42,5;19,83;NA;3,82;3,33;"8.64";NA;NA;NA;NA;NA;0,53;NA;NA;0,31;NA;NA;NA;NA;NA;NA;NA;"CHN";36,45;111,3;"1550";1994;NA;3,98;80411;"Luo, 1996; Ni et al., 2001"
"4636";6194;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"40";NA;NA;2733;NA;NA;56,3;27,63;NA;13,99;11,8;"11.2";NA;NA;NA;NA;NA;0,97;NA;NA;0,56;NA;NA;NA;NA;NA;NA;NA;"CHN";36,45;111,37;"1440";1994;NA;12,7;80411;"Luo, 1996; Ni et al., 2001"
"4637";6195;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"56";NA;NA;633;NA;NA;79,5;37,09;NA;7,91;5,27;"12.21";NA;NA;NA;NA;NA;0,94;NA;NA;0,54;NA;NA;NA;NA;NA;NA;NA;"CHN";36,45;112,28;"1135";1994;NA;6,3;80411;"Luo, 1996; Ni et al., 2001"
"4638";6196;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"56";NA;NA;934;NA;NA;78,1;36,4;NA;7,55;5,42;"12.95";NA;NA;NA;NA;NA;0,93;NA;NA;0,54;NA;NA;NA;NA;NA;NA;NA;"CHN";36,47;112,42;"1130";1994;NA;6,48;80411;"Luo, 1996; Ni et al., 2001"
"4639";6197;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"56";NA;NA;668;NA;NA;47,5;22,19;NA;4,55;3,36;"8.14";NA;NA;NA;NA;NA;0,57;NA;NA;0,33;NA;NA;NA;NA;NA;NA;NA;"CHN";36,48;112,43;"1210";1994;NA;4,02;80411;"Luo, 1996; Ni et al., 2001"
"4640";6198;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"56";NA;NA;840;NA;NA;34,8;16,26;NA;3,21;2,62;"6.62";NA;NA;NA;NA;NA;0,43;NA;NA;0,25;NA;NA;NA;NA;NA;NA;NA;"CHN";36,48;112,45;"1250";1994;NA;3,13;80411;"Luo, 1996; Ni et al., 2001"
"4641";6199;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"45";NA;NA;767;NA;NA;141;66,04;NA;20,74;4,69;"26.05";NA;NA;NA;NA;NA;1,76;NA;NA;1,02;NA;NA;NA;NA;NA;NA;NA;"CHN";36,5;109,4;"1153";1994;NA;5,6;80411;"Luo, 1996; Ni et al., 2001"
"4642";6200;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"45";NA;NA;818;NA;NA;51,2;23,88;NA;4,85;3,68;"8.98";NA;NA;NA;NA;NA;0,62;NA;NA;0,36;NA;NA;NA;NA;NA;NA;NA;"CHN";36,52;112,18;"1197";1994;NA;4,4;80411;"Luo, 1996; Ni et al., 2001"
"4643";6201;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"30";NA;NA;654;NA;NA;42,7;19,94;NA;4,06;3,05;"7.44";NA;NA;NA;NA;NA;0,52;NA;NA;0,3;NA;NA;NA;NA;NA;NA;NA;"CHN";36,52;112,53;"1300";1994;NA;3,65;80411;"Luo, 1996; Ni et al., 2001"
