"";"ID";"Tree.species";"Tree.species.code";"Tree.composition";"Structure.of.age";"Origin";"Site.index";"Stand.age";"Height";"DBH";"Tree.number";"Relative.stocking";"Basal.area";"Growing.sto.U.0441.k";"Stem...bark";"Bark";"Wood...bark.of.crown";"Leaves...needles";"Stump...Roots";"Roots.1.mm";"Roots.2.mm";"Roots.5.mm";"Roots.7.mm";"Undergrowth";"Bushes";"Undergrowth...Bushes";"Und...Bushes.with.roots";"Green.forest.floor";"GFF.with.roots";"Snags";"Logs";"Snags...logs";"Dead.branches";"Dead.roots";"Litter";"Country";"Latitude";"Longitude";"ALT_m";"Year";"Number.of.sampled.trees";"LAI..tree.";"Ecoregion";"Reference"
"1922";3016;"Picea obovata";102;"80-Sp,20-Bi";NA;"Natural";"10";"142";8,8;8,1;5422;1,5;NA;153;93;NA;8,5;7,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";59;61;NA;1995;NA;NA;80611;"Usoltsev, 1997"
"1923";3017;"Picea obovata";102;"90-Sp,10-Fi";NA;"Natural";"10";"172";17;18,5;1608;1,2;NA;301;136,1;NA;16,5;12,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";59;61;NA;1995;NA;NA;80611;"Usoltsev, 1997"
"1924";3018;"Picea obovata";102;"70-Sp,20-Fi,10-Bi";NA;"Natural";"6";"47";18,5;19,6;1544;1;NA;369;169;NA;21,9;18,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";56,35;57,4;NA;1995;NA;NA;80436;"Usoltsev, 1997"
"1925";3019;"Picea obovata";102;"100-Sp";NA;"Natural";"6";"54";21,5;20,4;1304;0,9;NA;422;183,4;NA;16,1;18,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";56,35;57,4;NA;1995;NA;NA;80436;"Usoltsev, 1997"
"1926";3021;"Picea obovata";102;"100-Sp";NA;NA;"8";"21";5;NA;NA;0,4;NA;25;12,8;NA;4,3;5,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";56,35;57,4;NA;1995;NA;NA;80436;"Usoltsev, 1997"
"1927";3022;"Picea obovata";102;"100-Sp";NA;"Natural";"7";"52";19,7;18,9;1280;0,8;NA;317;142;NA;18;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";56,35;57,4;NA;1995;NA;NA;80436;"Usoltsev, 1997"
"1928";3023;"Picea obovata";102;"50-Sp,50-Bi";NA;"Natural";"7";"65";18,1;18,6;1662;0,8;NA;277;103,3;NA;13;11,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";56,35;57,4;NA;1995;NA;NA;80436;"Usoltsev, 1997"
"1929";3024;"Picea obovata";102;"80-Sp,20-Fi";NA;"Natural";"8";"70";17;20,6;1147;0,9;NA;257;121,3;NA;23,1;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";56,35;57,4;NA;1995;NA;NA;80436;"Usoltsev, 1997"
"1930";3025;"Picea obovata";102;"70-Sp,20-Fi,10-Bi";NA;"Natural";"8";"70";18,1;19,9;1211;0,9;NA;302;141,9;NA;21,1;24,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";56,35;57,4;NA;1995;NA;NA;80436;"Usoltsev, 1997"
"1931";3026;"Picea obovata";102;"70-Sp,10-Fi,20-Bi";NA;"Natural";"8";"78";17,3;14,7;2066;0,8;NA;261;120,7;NA;7,1;13,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";56,35;57,4;NA;1995;NA;NA;80436;"Usoltsev, 1997"
"1932";3027;"Picea obovata";102;"90-Sp,10-Fi";NA;"Natural";"7";"80";21,2;20,6;1144;0,7;NA;318;111,2;NA;9,9;11,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";56,35;57,4;NA;1995;NA;NA;80436;"Usoltsev, 1997"
"1933";3028;"Picea obovata";102;"60-Sp,30-Fi,10-Bi";NA;"Natural";"7";"90";24;23,5;922;0,7;NA;371;126,7;NA;24,5;16,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";56,35;57,4;NA;1995;NA;NA;80436;"Usoltsev, 1997"
"1934";3029;"Picea obovata";102;"90-Sp,10-Fi";NA;"Natural";"8";"120";23;30,9;478;0,7;NA;348;138;NA;29,2;16,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";56,35;57,4;NA;1995;NA;NA;80436;"Usoltsev, 1997"
"1935";3030;"Picea obovata";102;"80-Sp,20-Bi";NA;"Natural";"9";"54";10,6;11,7;659;1;NA;149;79;NA;3,4;2,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";56,35;57,4;NA;1995;NA;NA;80436;"Usoltsev, 1997"
"1936";3031;"Picea obovata";102;"80-Sp,10-Fi,10-Bi";NA;"Natural";"9";"67";12,5;13,8;2725;1,3;NA;230;97,1;NA;13,2;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";56,35;57,4;NA;1995;NA;NA;80436;"Usoltsev, 1997"
"1937";3032;"Picea obovata";102;"80-Sp,20-Fi";NA;"Natural";"8";"137";NA;30,5;560;0,9;NA;443;148,9;12,4;14,9;11,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";57,3;59,35;NA;1981;NA;NA;80610;"Alesenkov, 1983"
"1938";3033;"Picea obovata";102;"60-Sp,40Fi";NA;"Natural";"9";"133";NA;23,4;818;0,8;NA;261;104,6;9;17;6,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";57,3;59,35;NA;1981;NA;NA;80610;"Alesenkov, 1983"
"1939";3034;"Picea obovata";102;"60-Sp,40Fi";NA;"Natural";"8";"130";NA;24,8;873;0,9;NA;356;132,3;11,8;20,9;8,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";57,3;59,35;NA;1981;NA;NA;80610;"Alesenkov, 1983"
"1940";3035;"Picea obovata";102;"60-Sp,40Fi";NA;"Natural";"9";"130";NA;21,6;1262;1,1;NA;384;144,2;12,8;24,7;12,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";57,3;59,35;NA;1981;NA;NA;80610;"Alesenkov, 1983"
"1941";3036;"Picea obovata";102;"70-Sp,10-Ma,20-Bi";NA;"Natural";"11";"130";NA;13,4;1205;1,6;NA;256;100,6;10;16,3;8,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";57,3;59,35;NA;1981;NA;NA;80610;"Alesenkov, 1983"
"1942";3041;"Picea obovata";102;"40-Sp,30-Ps,10-La,20-Bi";"uneven-aged";"Natural";"11";"200";13;14;940;0,68;16;107;52,7;11;8,2;4,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,8;NA;NA;NA;NA;NA;NA;13;"RUS";67,3;86;NA;1982;NA;NA;80611;"Mitrofanov, 1984"
"1943";3042;"Picea obovata";102;"50-Sp,20-Ps,10-La,20-Bi";NA;"Natural";"8";"220";NA;NA;NA;0,4;NA;221;91,8;12,9;12,5;7,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";62;92;NA;1981;NA;NA;80601;"Mitrofanov, 1983"
"1944";3043;"Picea obovata";102;"30-Sp,30-Ps,20-La,20-Fi";"uneven-aged";NA;"8";"50";12,9;14;3533;1,8;39,66;377;172,9;10,3;21,2;6,33;NA;NA;NA;NA;NA;0,889;0,006;0,895;NA;1,6;NA;NA;NA;NA;NA;NA;NA;"RUS";57,1;97,5;NA;1973;NA;NA;80601;"Krauklis et al., 1975"
"1945";3044;"Picea obovata";102;"80-Sp,20-Bi";NA;NA;"10";"170";10,6;12;2025;1;NA;135;60,5;6,7;9,05;4,59;"37.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";58,3;99,3;NA;1984;NA;NA;80601;"Kulagina, 1986"
"1946";3045;"Pinus koraiensis";102;"40-Sp,30-Pk,20-Li,10-Oa";NA;"Natural";"8";"180";23,2;30,2;735;0,9;NA;410;188,4;23,8;41,7;7,69;"42.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";44;132;"444-1108 ";1981;NA;NA;80907;"Sapozhnikov et al., 1993; Utenkova, Flyagina, 1983"
"1947";3047;"Picea ajanensis";102;"60-Sp,20-Ps,20-Bi";NA;"Natural";"9";"105";NA;13,8;3085;0,6;NA;204;81,1;NA;18;10,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";51;105,3;NA;1984;NA;NA;80609;"Onuchin, 1986"
"1948";3048;"Picea ajanensis";102;"100-Sp";NA;"Natural";"10";"105";12,2;13,3;840;0,7;NA;83;35;NA;6,2;4,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";51;105,3;NA;1984;NA;NA;80609;"Onuchin, 1986"
"1949";3049;"Picea ajanensis";102;"100-Sp";NA;"Natural";"8";"80";NA;14,2;1216;0,4;NA;112;45,9;NA;13,9;7,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";51;105,3;NA;1984;NA;NA;80609;"Onuchin, 1986"
"1950";3050;"Picea ajanensis";102;"100-Sp";NA;"Natural";"9";"25";5,3;4,4;14000;2;NA;119;42,2;5,8;11,5;5,2;"14.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";56,13;92,19;NA;1998;NA;NA;80817;"Vedrova et al., 2000"
"1951";3052;"Picea obovata";102;"100-Sp";NA;"Natural";"8";"50";NA;12,4;1931;1;NA;144;NA;NA;21,7;1,21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";55;89,3;NA;1981;NA;NA;80519;"Falaleyev, Shevelev, 1983"
"1952";3053;"Picea obovata";102;"100-Sp";NA;"Natural";"8";"70";NA;18,3;1142;1;NA;257;NA;NA;29,4;1,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";55;89,3;NA;1981;NA;NA;80519;"Falaleyev, Shevelev, 1983"
"1953";3054;"Picea obovata";102;"100-Sp";NA;"Natural";"8";"90";NA;23;806;0,9;NA;344;NA;NA;30,1;1,97;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";55;89,3;NA;1981;NA;NA;80519;"Falaleyev, Shevelev, 1983"
"1954";3055;"Abies sibirica";103;"100-Fi";NA;"Natural";"8";"110";NA;NA;NA;0,9;NA;408;NA;NA;29,6;2,02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";55;89,3;NA;1981;NA;NA;80519;"Falaleyev, Shevelev, 1983"
"1955";3057;"Picea obovata";102;"100-Sp";NA;"Natural";"9";"50";NA;10,4;2178;1;NA;97;NA;NA;16,5;0,98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";55;89,3;NA;1981;NA;NA;80519;"Falaleyev, Shevelev, 1983"
"1956";3059;"Abies sibirica";103;"100-Fi";NA;"Natural";"9";"90";NA;NA;NA;1;NA;254;NA;NA;28,2;1,74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";55;89,3;NA;1981;NA;NA;80519;"Falaleyev, Shevelev, 1983"
"1957";3060;"Picea obovata";102;"100-Sp";NA;"Natural";"9";"110";NA;21,8;831;1;NA;304;NA;NA;28,6;1,85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";55;89,3;NA;1981;NA;NA;80519;"Falaleyev, Shevelev, 1983"
"1958";3061;"Picea schrenkiana";102;"100-Sp";NA;"Natural";"7";"50";15;19;806;0,7;NA;179;62,6;NA;7,6;4,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KAZ";43,5;78;NA;1964;NA;NA;80818;"Kharitonov, 1966, 1967, 1971"
"1959";3062;"Picea schrenkiana";102;"100-Sp";NA;"Natural";"7";"70";19,4;26;477;0,7;NA;236;82,6;NA;9;5,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KAZ";43,5;78;NA;1964;NA;NA;80818;"Kharitonov, 1966, 1967, 1971"
"1960";3063;"Picea schrenkiana";102;"100-Sp";NA;"Natural";"7";"90";22,5;30,1;379;0,6;NA;282;98,7;NA;10;5,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KAZ";43,5;78;NA;1964;NA;NA;80818;"Kharitonov, 1966, 1967, 1971"
"1961";3064;"Picea schrenkiana";102;"100-Sp";NA;"Natural";"7";"110";25,1;32,7;331;0,6;NA;317;111;NA;10,7;5,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KAZ";43,5;78;NA;1964;NA;NA;80818;"Kharitonov, 1966, 1967, 1971"
"1962";3065;"Picea schrenkiana";102;"100-Sp";NA;"Natural";"7";"130";26,5;34,7;302;0,6;NA;341;119,3;NA;11,3;6,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KAZ";43,5;78;NA;1964;NA;NA;80818;"Kharitonov, 1966, 1967, 1971"
"1963";3066;"Picea schrenkiana";102;"100-Sp";NA;"Natural";"7";"150";27,3;36,6;277;0,6;NA;357;125;NA;11,9;6,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KAZ";43,5;78;NA;1964;NA;NA;80818;"Kharitonov, 1966, 1967, 1971"
"1964";3067;"Picea schrenkiana";102;"100-Sp";NA;"Natural";"7";"170";27,9;37,8;263;0,6;NA;369;129,1;NA;12,3;6,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KAZ";43,5;78;NA;1964;NA;NA;80818;"Kharitonov, 1966, 1967, 1971"
"1965";3068;"Picea schrenkiana";102;"100-Sp";NA;"Natural";"7";"190";28,3;38,6;254;0,6;NA;377;132;NA;12,6;6,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KAZ";43,5;78;NA;1964;NA;NA;80818;"Kharitonov, 1966, 1967, 1971"
"1966";3069;"Picea schrenkiana";102;"100-Sp";NA;"Natural";"7";"210";28,6;39,2;248;0,6;NA;382;133,7;NA;13;6,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KAZ";43,5;78;NA;1964;NA;NA;80818;"Kharitonov, 1966, 1967, 1971"
"1967";3070;"Picea schrenkiana";102;"100-Sp";NA;"Natural";"7";"230";28,8;39,5;244;0,6;NA;384;134,4;NA;13,3;6,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KAZ";43,5;78;NA;1964;NA;NA;80818;"Kharitonov, 1966, 1967, 1971"
"1968";3071;"Picea schrenkiana";102;"100-Sp";NA;"Natural";"8";"50";13,2;16,5;992;0,7;NA;154;53,9;NA;9,2;6,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KAZ";43,5;78;NA;1964;NA;NA;80818;"Kharitonov, 1966, 1967, 1971"
"1969";3072;"Picea schrenkiana";102;"100-Sp";NA;"Natural";"8";"70";17,1;21,3;702;0,7;NA;212;74,2;NA;11,4;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KAZ";43,5;78;NA;1964;NA;NA;80818;"Kharitonov, 1966, 1967, 1971"
"1970";3073;"Picea schrenkiana";102;"100-Sp";NA;"Natural";"8";"90";20,1;25,1;543;0,7;NA;257;90;NA;12,5;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KAZ";43,5;78;NA;1964;NA;NA;80818;"Kharitonov, 1966, 1967, 1971"
"1971";3074;"Picea schrenkiana";102;"100-Sp";NA;"Natural";"8";"110";22,2;27,7;462;0,7;NA;288;100,8;NA;13,1;7,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KAZ";43,5;78;NA;1964;NA;NA;80818;"Kharitonov, 1966, 1967, 1971"
"1972";3075;"Picea schrenkiana";102;"100-Sp";NA;"Natural";"8";"130";23,5;29,7;412;0,7;NA;309;108,1;NA;13,5;7,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KAZ";43,5;78;NA;1964;NA;NA;80818;"Kharitonov, 1966, 1967, 1971"
"1973";3076;"Picea schrenkiana";102;"100-Sp";NA;"Natural";"8";"150";24,3;31;386;0,7;NA;324;113,4;NA;13,9;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KAZ";43,5;78;NA;1964;NA;NA;80818;"Kharitonov, 1966, 1967, 1971"
"1974";3077;"Picea schrenkiana";102;"100-Sp";NA;"Natural";"8";"170";24,9;32;366;0,6;NA;333;116,5;NA;14,1;8,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KAZ";43,5;78;NA;1964;NA;NA;80818;"Kharitonov, 1966, 1967, 1971"
"1975";3078;"Picea schrenkiana";102;"100-Sp";NA;"Natural";"8";"190";25,1;32,6;353;0,6;NA;336;117,6;NA;14,2;8,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KAZ";43,5;78;NA;1964;NA;NA;80818;"Kharitonov, 1966, 1967, 1971"
"1976";3079;"Picea schrenkiana";102;"100-Sp";NA;"Natural";"8";"210";25,2;33;345;0,6;NA;338;118,3;NA;14,5;8,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KAZ";43,5;78;NA;1964;NA;NA;80818;"Kharitonov, 1966, 1967, 1971"
"1977";3080;"Picea schrenkiana";102;"100-Sp";NA;"Natural";"8";"230";25,3;33,3;340;0,6;NA;339;118,7;NA;14,6;8,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KAZ";43,5;78;NA;1964;NA;NA;80818;"Kharitonov, 1966, 1967, 1971"
"1978";3081;"Abies sibirica";103;"50-Fi,30-Sp,20-Li";NA;"Natural";"7";"26";8,5;8,7;5793;1;NA;117;47;NA;11,7;5,97;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";55,45;56,35;NA;1970;NA;NA;80419;"Khanbekov, 1972"
"1979";3082;"Abies sibirica";103;"80-Fi,20-Sp";NA;"Natural";"10";"20";2,2;1,6;54082;0,8;NA;31,9;14,9;2,74;9,5;9,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";57;59;NA;2001;"17";NA;80610;"Usoltsev, Antropov, 2001"
"1980";3083;"Abies";103;"80-Fi,20-Sp";NA;NA;"9";"32";5,9;6,7;4100;0,8;NA;53,7;24,2;3,43;11,1;11,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";57;59;NA;2001;"17";NA;80610;"Usoltsev, Antropov, 2001; Antropov, 2002"
"1981";3085;"Abies";103;"30-Fi,50-Sp,20-Bi";NA;NA;"8";"72";18,6;18,2;1778;1,2;NA;396;141,3;16;16;8,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";57;59;NA;2001;"17";NA;80610;"Usoltsev, Antropov, 2001; Antropov, 2002"
"1982";3087;"Abies sibirica";103;"50-Fi,40-Sp,10-Ps";NA;"Natural";"8";"70";15,4;10,1;2925;1;NA;240;84;NA;NA;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";60;90,3;NA;1978;NA;NA;80611;"Kozlova, 1980"
"1983";3088;"Abies sibirica";103;"50-Fi,40-Sp,10-Ps";NA;"Natural";"8";"90";20,8;20,3;648;0,7;NA;288;100,8;NA;NA;7,51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";60;90,3;NA;1978;NA;NA;80611;"Kozlova, 1980"
"1984";3090;"Abies sibirica";103;"57-Fi,29-Al,9-La,2-Sp,2-Ps,1-Bi";"uneven-aged";"Natural";"8";"70";16;16;3067;1,09;37,26;542;177,2;20,2;22,4;10,63;NA;NA;NA;NA;NA;1,287;0,039;NA;NA;0,65;NA;NA;NA;NA;NA;NA;NA;"RUS";57,1;97,5;NA;1973;NA;NA;80601;"Krauklis et al., 1975"
"1985";3091;"Abies sibirica";103;"59-Fi,29-La,10-Sp,1-Bi,1-Ps";"uneven-aged";"Natural";"8";"61";15;15,2;2211;1,21;39,97;496;162,2;14;14,2;7,53;NA;NA;NA;NA;NA;0,427;0,029;NA;NA;1,12;NA;NA;NA;NA;NA;NA;NA;"RUS";57,1;97,5;NA;1973;NA;NA;80601;"Krauklis et al., 1975"
"1986";3092;"Abies sibirica";103;"50-Fi,20-Sp,10-La,10-Pi";"uneven-aged";NA;"10";"50";8;9,3;5889;1,28;24,69;235;77;9,8;11,7;10,54;NA;NA;NA;NA;NA;1,07;0,055;1,125;NA;1,55;NA;NA;NA;NA;NA;NA;NA;"RUS";57,1;97,5;NA;1973;NA;NA;80601;"Krauklis et al., 1975"
"1987";3093;"Abies sibirica";103;"50-Fi,50-La";"uneven-aged";"Natural";"9";"70";14;16,2;3311;1,54;45,39;525;171,7;16,8;17;9,07;NA;NA;NA;NA;NA;0,189;0,05;0,239;NA;1,34;NA;NA;NA;NA;NA;NA;NA;"RUS";57,1;97,5;NA;1973;NA;NA;80601;"Krauklis et al., 1975"
"1988";3094;"Abies nephrolepis";103;"70-Fi,30-Sp";NA;"Natural";"10";"50";6,5;7,2;5980;1,5;NA;100;40;NA;14;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";50;140;NA;1980;NA;NA;80606;"Opritova et al., 1982; Utenkova, Flyagina, 1983"
"1989";3095;"Abies nephrolepis";102;"60-Sp,40Fi";NA;"Natural";"9";"190";22,3;28;587;0,9;NA;377;154;NA;23,7;10,3;"49.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";50;140;NA;1980;NA;NA;80606;"Opritova et al., 1982; Utenkova, Flyagina, 1983"
"1990";3096;"Abies nephrolepis";103;"60-Fi,20-Sp,20-Ma";NA;"Natural";"10";"65";8;10;1868;0,8;NA;68;28;NA;7,62;4,38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";45;135;NA;1980;NA;NA;80443;"Opritova et al., 1982; Utenkova, Flyagina, 1983"
"1991";3097;"Abies nephrolepis";102;"50-Sp,40-Fi,10-Bi";NA;"Natural";"10";"65";10,3;11,3;5125;2;NA;278;114;NA;15,2;8,76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";45;135;NA;1980;NA;NA;80443;"Opritova et al., 1982; Utenkova, Flyagina, 1983"
"1992";3098;"Abies nephrolepis";103;"50-Fi,40-Sp,10-Bi";NA;"Natural";"9";"90";17;16;1850;1,1;NA;310;157;NA;20,5;12,5;"50.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";45;135;NA;1980;NA;NA;80443;"Opritova et al., 1982; Utenkova, Flyagina, 1983"
"1993";3099;"Abies nephrolepis";103;"40-Fi,30-Sp,30-Bi";NA;"Natural";"10";"120";14;16;2220;1,7;NA;316;155;NA;26,4;13,6;"50.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";45;135;NA;1980;NA;NA;80443;"Opritova et al., 1982; Utenkova, Flyagina, 1983"
"1994";3100;"Abies nephrolepis";103;"50-Fi,20-Ps,10-Sp,20-Bi";NA;"Natural";"9";"135";17;18,6;1069;0,9;NA;242;118;NA;18,5;9,52;"38.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";45;135;NA;1980;NA;NA;80443;"Opritova et al., 1982; Utenkova, Flyagina, 1983"
"1995";3101;"Abies sibirica";103;"70-Fi,10-Ps,20-Bi";NA;"Natural";"10";"70";9;8,3;2236;0,6;NA;61;27,7;NA;7,4;6,51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";51;105,3;NA;1981;NA;NA;80609;"Onuchin, Borisov, 1983; Onuchin, 1986"
"1996";3102;"Abies sibirica";103;"90-Fi,10-Ps";NA;"Natural";"10";"108";15,9;15,7;2080;0,8;NA;181;86,5;NA;13,7;8,83;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";51;105,3;NA;1981;NA;NA;80609;"Onuchin, Borisov, 1983; Onuchin, 1986"
"1997";3103;"Abies sibirica";103;"90-Fi,10-Ps";NA;"Natural";"10";"140";16,2;17;2305;0,7;NA;172;79;NA;12;7,91;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";51;105,3;NA;1981;NA;NA;80609;"Onuchin, Borisov, 1983; Onuchin, 1986"
